id,date,current_role,other_role_specified,current_salary,education,age,gender,ethnicity,location,other_location_specified
62a37a7818134ddc75cf0d4c,2022-06-10,Data Analyst,NA,20000,Bachelors,22,Male,Native Hawaiian or other Pacific Islander,Other,Philippines
62a37aa1cf255543173081e5,2022-06-10,Data Analyst,NA,75500,Masters,29,Male,Hispanic or Latino,United States,NA
62a37ad924a2626027389f8a,2022-06-10,Data Scientist,NA,20000,Bachelors,23,Male,Other,Other,Malaysia
62a37b7db4da29969c636123,2022-06-10,Student/Looking/None,NA,20000,High School,24,Female,Hispanic or Latino,United States,NA
62a37bab2e54c9003e53a10a,2022-06-10,Data Analyst,NA,75500,Bachelors,26,Male,Black or African American,United States,NA
62a37c50cec54911e9cacee2,2022-06-10,Student/Looking/None,NA,20000,Bachelors,31,Male,Asian or Asian American,India,NA
62a37d41bae91e4b8b8369f7,2022-06-10,Data Analyst,NA,20000,Bachelors,22,Male,Black or African American,Other,nigeria
62a37f8db4da29969c6367bf,2022-06-10,Data Analyst,NA,75500,Bachelors,31,Male,White or Caucasian,Other,Germany
62a37ff3bae91e4b8b836ed0,2022-06-10,Student/Looking/None,NA,20000,Masters,27,Male,Asian or Asian American,United States,NA
62a38023575fa3a5ae89339e,2022-06-10,Student/Looking/None,NA,20000,Bachelors,25,Female,Asian or Asian American,United States,NA
62a38153cec54911e9cad855,2022-06-10,Data Analyst,NA,20000,Masters,30,Male,Hispanic or Latino,Other,Colombia
62a381d024a262602738ab19,2022-06-10,Data Analyst,NA,53000,Masters,28,Male,Hispanic or Latino,United States,NA
62a38227bae91e4b8b837235,2022-06-10,Data Analyst,NA,137500,Bachelors,26,Male,White or Caucasian,United States,NA
62a38489cf25554317309145,2022-06-10,Data Scientist,NA,137500,Masters,32,Female,White or Caucasian,United States,NA
62a384f0cec54911e9cadd6f,2022-06-10,Data Analyst,NA,20000,PhD,40,Female,White or Caucasian,Other,Poland
62a385480f8c8599d5afa5c6,2022-06-10,Data Engineer,NA,20000,Associates,36,Male,Asian or Asian American,Other,Singapore
62a3856218134ddc75cf1ee0,2022-06-10,Data Analyst,NA,75500,Bachelors,35,Male,Hispanic or Latino,United States,NA
62a385c40f8c8599d5afa6cf,2022-06-10,Data Analyst,NA,75500,Masters,29,Male,Asian or Asian American,United States,NA
62a385ddbae91e4b8b837855,2022-06-10,Data Analyst,NA,53000,Masters,25,Female,Hispanic or Latino,Other,Germany
62a385e7b4da29969c6372ab,2022-06-10,Database Developer,NA,53000,Bachelors,29,Male,White or Caucasian,United States,NA
62a386dfcec54911e9cae1d3,2022-06-10,Data Analyst,NA,95500,Bachelors,26,Male,Black or African American,United States,NA
62a3870bbc6861bf31775841,2022-06-10,Data Analyst,NA,20000,Bachelors,34,Male,Black or African American,Other,Ghana
62a38733f8d5efcc22f859fc,2022-06-10,Data Analyst,NA,20000,Bachelors,26,Male,White or Caucasian,Other,Egypt
62a387e6575fa3a5ae8940a1,2022-06-10,Data Analyst,NA,20000,Bachelors,22,Female,Asian or Asian American,India,NA
62a388d524a262602738b869,2022-06-10,Student/Looking/None,NA,20000,Bachelors,24,Female,Black or African American,Other,Kenya
62a38975b4da29969c637830,2022-06-10,Data Analyst,NA,20000,Bachelors,26,Male,Hispanic or Latino,Other,Costa Rica
62a38985f8f756164585b89c,2022-06-10,Data Architect,NA,20000,Masters,34,Female,White or Caucasian,Other,Portugsl
62a389b70f8c8599d5afad1a,2022-06-10,Data Analyst,NA,20000,Bachelors,29,Male,Asian or Asian American,India,NA
62a389ed18134ddc75cf24f8,2022-06-10,Data Scientist,NA,20000,Bachelors,21,Male,Black or African American,Other,Nigeria
62a38a060a77c1a77f6654b7,2022-06-10,Other,Financial Analyst,20000,Masters,35,Female,White or Caucasian,Other,Macedonia
62a38a4d575fa3a5ae8944df,2022-06-10,Data Analyst,NA,53000,Bachelors,26,Male,Black or African American,United States,NA
62a38a97cf25554317309af2,2022-06-10,Data Analyst,NA,53000,Bachelors,28,Male,White or Caucasian,United States,NA
62a38c120f8c8599d5afb0e9,2022-06-10,Other,Database Manager,53000,Bachelors,33,Female,White or Caucasian,United States,NA
62a38c9dbc6861bf317760c4,2022-06-10,Data Analyst,NA,75500,Bachelors,56,Female,White or Caucasian,United States,NA
62a38de50f8c8599d5afb3e7,2022-06-10,Other,Software Developer ,20000,Bachelors,23,Male,Asian or Asian American,India,NA
62a3906224a262602738c58a,2022-06-10,Data Scientist,NA,137500,Masters,28,Male,White or Caucasian,United States,NA
62a3907cbae91e4b8b838917,2022-06-10,Student/Looking/None,NA,20000,High School,21,Male,White or Caucasian,Other,Egypt
62a390c0d8c00e9f541a6fd7,2022-06-10,Student/Looking/None,NA,75500,Masters,35,Male,Black or African American,United States,NA
62a390e4f3072dd89262c0cd,2022-06-10,Data Analyst,NA,53000,Masters,29,Male,Asian or Asian American,Other,Irel
62a391cacf2555431730a623,2022-06-10,Data Analyst,NA,95500,Bachelors,23,Female,Asian or Asian American,United States,NA
62a39214f8f756164585c6b6,2022-06-10,Other,Tableau admin,53000,Bachelors,25,Male,Asian or Asian American,India,NA
62a39297b4da29969c638679,2022-06-10,Data Engineer,NA,95500,Masters,27,Male,White or Caucasian,United States,NA
62a393330a77c1a77f6662e4,2022-06-10,Data Analyst,NA,20000,Bachelors,22,Male,Other,India,NA
62a3944024a262602738cb07,2022-06-10,Data Analyst,NA,20000,Bachelors,22,Male,Asian or Asian American,India,NA
62a3951ed8c00e9f541a75d1,2022-06-10,Other,Other (Please Specify),115500,Masters,43,Male,Asian or Asian American,United States,NA
62a3958fcec54911e9caf827,2022-06-10,Other,Reporting Adm,20000,Bachelors,32,Female,Asian or Asian American,United States,NA
62a3970ebae91e4b8b839495,2022-06-10,Student/Looking/None,NA,75500,Masters,42,Female,Asian or Asian American,United States,NA
62a3976ecf2555431730af5e,2022-06-10,Other,Billing analyst,75500,Bachelors,31,Male,Hispanic or Latino,United States,NA
62a397fb5d257a28a30e279a,2022-06-10,Data Engineer,NA,20000,Bachelors,25,Male,White or Caucasian,United Kingdom,NA
62a3980c7dc029e2d66c9a81,2022-06-10,Data Analyst,NA,53000,Masters,25,Female,Asian or Asian American,United States,NA
62a3980e0f8c8599d5afc32c,2022-06-10,Data Analyst,NA,115500,Masters,31,Male,Asian or Asian American,United States,NA
62a39a340f8c8599d5afc6ce,2022-06-10,Data Scientist,NA,20000,Masters,36,Male,White or Caucasian,Other,Morocco
62a39a95bc6861bf3177751d,2022-06-10,Other,I work with data tools and can create simple dashboards but I am not a data scientist,53000,Masters,35,Female,White or Caucasian,Other,Bulgaria
62a39b315d257a28a30e2cae,2022-06-10,Data Analyst,NA,75500,Bachelors,28,Male,White or Caucasian,United States,NA
62a39b6cf408bae018ede929,2022-06-10,Data Analyst,NA,20000,Bachelors,27,Male,Hispanic or Latino,Other,Peru
62a39bd324a262602738d725,2022-06-10,Data Analyst,NA,20000,Bachelors,25,Male,Hispanic or Latino,Other,Costa Rica 
62a39e03f408bae018eded39,2022-06-10,Data Analyst,NA,20000,Bachelors,25,Male,White or Caucasian,Other,Poland
62a39e69d8c00e9f541a8358,2022-06-10,Other,Marketing Data Specialist,53000,Masters,22,Male,White or Caucasian,United States,NA
62a3a0bcf8f756164585daf7,2022-06-10,Data Analyst,NA,53000,High School,38,Male,White or Caucasian,Other,Germany
62a3a1a62e54c9003e53dc35,2022-06-10,Data Analyst,NA,20000,Bachelors,27,Male,Black or African American,Other,Kenya
62a3a231b4da29969c639b2c,2022-06-10,Data Analyst,NA,95500,Bachelors,34,Female,Black or African American,Canada,NA
62a3a3800f8c8599d5afd4db,2022-06-10,Data Analyst,NA,75500,Bachelors,31,Female,White or Caucasian,United States,NA
62a3a4fdbae91e4b8b83ab6f,2022-06-10,Data Analyst,NA,53000,Masters,33,Female,Black or African American,Canada,NA
62a3a7f50a77c1a77f668221,2022-06-10,Student/Looking/None,NA,20000,Bachelors,23,Male,Asian or Asian American,United States,NA
62a3a90f24a262602738e800,2022-06-10,Data Analyst,NA,53000,Bachelors,25,Female,Asian or Asian American,United States,NA
62a3a9dbd8c00e9f541a93eb,2022-06-10,Data Analyst,NA,20000,Masters,29,Male,White or Caucasian,Other,Iran
62a3aaa3cec54911e9cb1724,2022-06-10,Other,Analytics Engineer,53000,Masters,29,Female,Black or African American,United States,NA
62a3ab320f8c8599d5afdfa8,2022-06-10,Data Analyst,NA,20000,Masters,31,Male,Asian or Asian American,India,NA
62a3abacd8c00e9f541a96eb,2022-06-10,Student/Looking/None,NA,20000,High School,34,Male,Black or African American,Other,South Africa 
62a3ac4bf8f756164585ea83,2022-06-10,Data Analyst,NA,20000,Bachelors,26,Male,Other,Other,Bangladesh 
62a3ad35cec54911e9cb1b5c,2022-06-10,Other,Jr. Data Scientist,95500,Bachelors,26,Female,White or Caucasian,United States,NA
62a3ae69bc6861bf3177900d,2022-06-10,Other,Continuous Quality Improvement Specialist,53000,Masters,27,Male,Black or African American,United States,NA
62a3af26cec54911e9cb1f3a,2022-06-10,Data Analyst,NA,75500,Bachelors,26,Male,White or Caucasian,United States,NA
62a3af66f8f756164585eeb8,2022-06-10,Student/Looking/None,NA,20000,Masters,26,Female,Asian or Asian American,United States,NA
62a3b135b4da29969c63b1ed,2022-06-10,Data Analyst,NA,53000,Bachelors,24,Male,White or Caucasian,United States,NA
62a3b255d8c00e9f541a9fd5,2022-06-10,Data Analyst,NA,95500,Masters,28,Female,Other,Other,Ire
62a3b314f408bae018ee0938,2022-06-10,Data Analyst,NA,115500,Bachelors,29,Male,White or Caucasian,United States,NA
62a3b3f6bc6861bf3177973b,2022-06-10,Data Analyst,NA,75500,Masters,26,Female,Asian or Asian American,United States,NA
62a3ba4dbc6861bf31779f24,2022-06-10,Data Analyst,NA,53000,Bachelors,28,Male,White or Caucasian,United Kingdom,NA
62a3baa624a262602738ff27,2022-06-10,Data Analyst,NA,20000,Masters,25,Male,White or Caucasian,Other,France
62a3bc00d8c00e9f541aad66,2022-06-10,Data Analyst,NA,75500,Bachelors,26,Female,Asian or Asian American,United States,NA
62a3bf1b0a77c1a77f66a347,2022-06-10,Data Engineer,NA,137500,Masters,38,Female,White or Caucasian,United States,NA
62a3c021f8f756164586043f,2022-06-10,Other,Other (Please Specify),20000,High School,20,Female,Black or African American,Other,Nigeria 
62a3c1b1bc6861bf3177aa8c,2022-06-10,Data Analyst,NA,75500,Masters,45,Female,Black or African American,United States,NA
62a3c30324a26260273909b9,2022-06-10,Data Analyst,NA,95500,Masters,27,Male,Other,Canada,NA
62a3c476bc6861bf3177ad9d,2022-06-10,Data Analyst,NA,53000,Masters,28,Male,Asian or Asian American,Canada,NA
62a3c5f2cec54911e9cb3d9b,2022-06-10,Student/Looking/None,NA,20000,Bachelors,29,Female,Other,Other,Germany
62a3c7f1bc6861bf3177b06e,2022-06-10,Other,PMO,53000,High School,43,Female,Asian or Asian American,Other,Singapore
62a3c8652e54c9003e54103e,2022-06-10,Data Analyst,NA,20000,Bachelors,26,Male,Black or African American,Other,Antigua 
62a3ca44bae91e4b8b83dcd4,2022-06-10,Student/Looking/None,NA,53000,Bachelors,47,Female,Black or African American,United States,NA
62a3cafff8d5efcc22f8b5cb,2022-06-10,Student/Looking/None,NA,20000,Bachelors,23,Male,Black or African American,Other,Nigeria 
62a3cbfef8d5efcc22f8b6f1,2022-06-10,Data Analyst,NA,20000,Bachelors,25,Male,Other,Other,Egypt
62a3cde8f8f7561645861366,2022-06-10,Other,System Administrator,20000,Masters,32,Male,White or Caucasian,Other,Poland
62a3cfed0f8c8599d5b00b12,2022-06-10,Data Analyst,NA,20000,Bachelors,25,Female,White or Caucasian,United States,NA
62a3d21ef3072dd8926314d1,2022-06-10,Data Analyst,NA,20000,Bachelors,29,Female,Hispanic or Latino,Other,Venezuela
62a3d37c0a77c1a77f66bc0e,2022-06-10,Data Analyst,NA,53000,Bachelors,33,Female,Asian or Asian American,United States,NA
62a3d8dbf8f7561645861f9d,2022-06-10,Data Analyst,NA,115500,Masters,36,Male,Asian or Asian American,United States,NA
62a3d9697dc029e2d66cf087,2022-06-10,Data Analyst,NA,53000,Bachelors,25,Male,White or Caucasian,United States,NA
62a3dac9f3072dd892631e12,2022-06-10,Data Scientist,NA,187500,Masters,38,Male,White or Caucasian,United States,NA
62a3dc3ab4da29969c63e3d7,2022-06-10,Data Analyst,NA,75500,Masters,30,Male,Other,United States,NA
62a3e2abf8f75616458628d1,2022-06-10,Data Analyst,NA,53000,Masters,35,Male,Black or African American,United States,NA
62a3e32bd8c00e9f541ad5f0,2022-06-10,Other,Teacher,53000,Bachelors,42,Female,White or Caucasian,United States,NA
62a3ecf7bc6861bf3177d5c2,2022-06-10,Data Analyst,NA,75500,Masters,30,Male,White or Caucasian,United States,NA
62a3eea9bae91e4b8b8401a4,2022-06-10,Student/Looking/None,NA,20000,Bachelors,25,Female,Black or African American,Other,Nigeria
62a3f39df8d5efcc22f8ddc2,2022-06-10,Data Analyst,NA,95500,Bachelors,28,Female,Asian or Asian American,United States,NA
62a3f6a25d257a28a30e9d02,2022-06-10,Data Analyst,NA,20000,Bachelors,28,Male,Asian or Asian American,Canada,NA
62a3f6d9bae91e4b8b8408ca,2022-06-10,Student/Looking/None,NA,20000,High School,20,Male,Asian or Asian American,Other,Malaysia
62a3fc7c7dc029e2d66d10e8,2022-06-10,Data Analyst,NA,115500,Masters,33,Male,Hispanic or Latino,United States,NA
62a3fe0d5d257a28a30ea3c8,2022-06-10,Data Analyst,NA,75500,Associates,23,Male,White or Caucasian,United States,NA
62a3fea50a77c1a77f66e41b,2022-06-10,Data Analyst,NA,20000,Bachelors,35,Female,Hispanic or Latino,Other,Brazik
62a40276bc6861bf3177e6fd,2022-06-10,Student/Looking/None,NA,20000,Bachelors,22,Male,Asian or Asian American,India,NA
62a403bbf8d5efcc22f8eb18,2022-06-10,Data Analyst,NA,20000,Bachelors,33,Male,Asian or Asian American,India,NA
62a403d30f8c8599d5b03d65,2022-06-10,Data Engineer,NA,20000,Bachelors,22,Male,White or Caucasian,United States,NA
62a4044acf25554317312a81,2022-06-10,Data Analyst,NA,95500,Bachelors,35,Male,White or Caucasian,United States,NA
62a4061bf408bae018ee5deb,2022-06-10,Data Analyst,NA,75500,Masters,37,Female,White or Caucasian,United States,NA
62a40726575fa3a5ae89d990,2022-06-10,Student/Looking/None,NA,20000,Associates,22,Male,Other,United States,NA
62a4098124a2626027394ddc,2022-06-10,Data Analyst,NA,75500,Masters,36,Male,White or Caucasian,United States,NA
62a40c99575fa3a5ae89de4b,2022-06-10,Data Scientist,NA,95500,Bachelors,26,Male,Hispanic or Latino,India,NA
62a40d86d8c00e9f541afb5e,2022-06-10,Data Analyst,NA,20000,Bachelors,25,Female,Asian or Asian American,Other,South Korea
62a40da3cf255543173132e2,2022-06-10,Data Analyst,NA,53000,High School,34,Female,White or Caucasian,United States,NA
62a40dfa5d257a28a30eb110,2022-06-10,Data Analyst,NA,20000,Bachelors,33,Male,Hispanic or Latino,Other,Chile
62a410b5cec54911e9cb8262,2022-06-10,Student/Looking/None,NA,53000,Bachelors,37,Male,White or Caucasian,United States,NA
62a41135bc6861bf3177f3d8,2022-06-10,Data Analyst,NA,75500,High School,54,Female,White or Caucasian,United States,NA
62a41795cec54911e9cb8854,2022-06-11,Data Analyst,NA,20000,Bachelors,26,Male,Asian or Asian American,India,NA
62a41964d8c00e9f541b061d,2022-06-11,Data Analyst,NA,53000,Masters,27,Female,Hispanic or Latino,United States,NA
62a41968f8d5efcc22f8fd44,2022-06-11,Database Developer,NA,20000,Bachelors,24,Male,White or Caucasian,United Kingdom,NA
62a41e23bc6861bf3177fffb,2022-06-11,Data Analyst,NA,20000,Bachelors,24,Male,White or Caucasian,Other,Egypt
62a421cebc6861bf317803f5,2022-06-11,Other,Consultant,20000,Bachelors,27,Male,White or Caucasian,Other,Panama
62a42243f8d5efcc22f90c55,2022-06-11,Student/Looking/None,NA,20000,Bachelors,25,Male,Asian or Asian American,Other,indonesia
62a424ccd8c00e9f541b114e,2022-06-11,Data Analyst,NA,20000,Masters,28,Female,Black or African American,United Kingdom,NA
62a42527b4da29969c6423f7,2022-06-11,Other,Business Intelligence Developer,53000,Bachelors,21,Male,Asian or Asian American,United States,NA
62a425ec2e54c9003e5467bf,2022-06-11,Data Analyst,NA,95500,Bachelors,28,Female,White or Caucasian,United States,NA
62a427190a77c1a77f67095c,2022-06-11,Data Analyst,NA,20000,Masters,30,Male,Black or African American,Other,Ghana
62a429f0f3072dd892636396,2022-06-11,Data Analyst,NA,20000,Associates,24,Male,Black or African American,Other,Angola
62a42d6ef8d5efcc22f9178a,2022-06-11,Data Analyst,NA,20000,Bachelors,26,Male,Other,India,NA
62a436fd24a2626027397c93,2022-06-11,Data Analyst,NA,20000,High School,19,Female,Asian or Asian American,Other,Bangladesh 
62a43e86f408bae018ee913a,2022-06-11,Student/Looking/None,NA,20000,Masters,92,Female,Asian or Asian American,India,NA
62a43ed4f8d5efcc22f92d0a,2022-06-11,Data Analyst,NA,20000,Bachelors,28,Male,Black or African American,Other,Nigeria
62a43f43f408bae018ee9281,2022-06-11,Student/Looking/None,NA,20000,Masters,24,Female,Asian or Asian American,India,NA
62a440ab575fa3a5ae8a1418,2022-06-11,Other,Informatics Specialist,53000,Masters,25,Male,Asian or Asian American,United States,NA
62a441e3575fa3a5ae8a1552,2022-06-11,Data Analyst,NA,53000,Masters,42,Male,Black or African American,United Kingdom,NA
62a446faf8f7561645868c60,2022-06-11,Data Analyst,NA,20000,Bachelors,21,Male,Asian or Asian American,India,NA
62a448832e54c9003e5491c5,2022-06-11,Data Analyst,NA,75500,Bachelors,24,Male,White or Caucasian,United States,NA
62a44ae2f8f7561645869335,2022-06-11,Data Analyst,NA,53000,Bachelors,26,Female,White or Caucasian,United States,NA
62a44bc7bc6861bf31783829,2022-06-11,Data Analyst,NA,20000,Bachelors,30,Male,White or Caucasian,United Kingdom,NA
62a44ea3f408bae018eea62a,2022-06-11,Data Engineer,NA,95500,Bachelors,27,Male,Black or African American,United States,NA
62a4514ff408bae018eea94d,2022-06-11,Data Engineer,NA,20000,Bachelors,28,Male,Asian or Asian American,India,NA
62a45a140a77c1a77f67469d,2022-06-11,Data Analyst,NA,75500,Bachelors,29,Female,White or Caucasian,United Kingdom,NA
62a45c8bf3072dd89263a493,2022-06-11,Data Analyst,NA,20000,Bachelors,26,Female,Asian or Asian American,India,NA
62a45f8c0f8c8599d5b09d40,2022-06-11,Data Engineer,NA,20000,Bachelors,29,Male,Black or African American,Other,Africa (Nigeria)
62a4604d0a77c1a77f674e29,2022-06-11,Other,Business Analys,75500,Masters,60,Male,White or Caucasian,United Kingdom,NA
62a46a66f8d5efcc22f95a7a,2022-06-11,Data Analyst,NA,20000,Bachelors,25,Male,Black or African American,Other,Nigeria 
62a46ad7d8c00e9f541b664a,2022-06-11,Other,Finance Analyst ,20000,Masters,37,Female,Other,Other,Nigeria 
62a46dbecf25554317319e48,2022-06-11,Data Analyst,NA,75500,Bachelors,30,Female,Asian or Asian American,Canada,NA
62a475dcf408bae018eed15c,2022-06-11,Data Analyst,NA,20000,Masters,27,Female,Black or African American,Other,Nigeria 
62a477f0b4da29969c64892f,2022-06-11,Data Scientist,NA,,PhD,31,Male,White or Caucasian,United States,NA
62a47947cec54911e9cbf6b2,2022-06-11,Student/Looking/None,NA,20000,Masters,24,Male,Asian or Asian American,United Kingdom,NA
62a47c587dc029e2d66d9782,2022-06-11,Data Analyst,NA,20000,Bachelors,20,Female,Black or African American,United States,NA
62a47e3ef3072dd89263c8c0,2022-06-11,Other,Web Developer,20000,Bachelors,24,Male,Asian or Asian American,India,NA
62a47e812e54c9003e54d789,2022-06-11,Student/Looking/None,NA,20000,Bachelors,24,Male,White or Caucasian,Other,Romania
62a47ea87dc029e2d66d9b60,2022-06-11,Student/Looking/None,NA,20000,Bachelors,41,Male,Hispanic or Latino,Other,Spain
62a47f1e0a77c1a77f677174,2022-06-11,Data Analyst,NA,95500,Bachelors,41,Male,White or Caucasian,United States,NA
62a48566b4da29969c64995a,2022-06-11,Other,Manager ,187500,Bachelors,43,Male,White or Caucasian,United States,NA
62a48612d8c00e9f541b86b8,2022-06-11,Data Analyst,NA,75500,Bachelors,38,Female,White or Caucasian,United States,NA
62a487167dc029e2d66da73e,2022-06-11,Data Analyst,NA,20000,Bachelors,28,Female,Asian or Asian American,Other,Philippines
62a488197dc029e2d66da8a1,2022-06-11,Data Analyst,NA,95500,Bachelors,31,Female,Hispanic or Latino,Other,Germany
62a48c4c24a262602739e141,2022-06-11,Data Analyst,NA,95500,Masters,28,Female,White or Caucasian,United States,NA
62a48cbdf408bae018eeeccf,2022-06-11,Data Analyst,NA,53000,Masters,23,Male,Asian or Asian American,United States,NA
62a48d4df8d5efcc22f98308,2022-06-11,Data Analyst,NA,53000,Bachelors,25,Male,Black or African American,United Kingdom,NA
62a48d562e54c9003e54ea2b,2022-06-11,Other,Junior Software Engineer,20000,Masters,26,Male,White or Caucasian,Other,Poland
62a48da6b4da29969c64a3a5,2022-06-11,Data Scientist,NA,137500,Bachelors,35,Male,White or Caucasian,United States,NA
62a49012f408bae018eef16d,2022-06-11,Data Analyst,NA,115500,Masters,30,Male,White or Caucasian,Other,Denmark
62a491b3b4da29969c64a89e,2022-06-11,Data Analyst,NA,95500,Bachelors,35,Male,White or Caucasian,United Kingdom,NA
62a4926ef408bae018eef4ee,2022-06-11,Data Analyst,NA,20000,Bachelors,28,Male,Hispanic or Latino,Other,Panama
62a495d724a262602739ee07,2022-06-11,Student/Looking/None,NA,20000,Bachelors,24,Female,Black or African American,Other,Nigeria
62a49b3cb4da29969c64b5dc,2022-06-11,Data Analyst,NA,53000,Bachelors,34,Female,White or Caucasian,United States,NA
62a49e087dc029e2d66dc57e,2022-06-11,Data Analyst,NA,53000,Masters,31,Female,White or Caucasian,Other,Germany
62a49e47b4da29969c64b9f9,2022-06-11,Data Analyst,NA,20000,Masters,30,Male,Asian or Asian American,United Kingdom,NA
62a49e5f24a262602739f9af,2022-06-11,Data Engineer,NA,95500,Bachelors,40,Male,White or Caucasian,United Kingdom,NA
62a49fe7b4da29969c64bbe1,2022-06-11,Data Analyst,NA,53000,Bachelors,26,Male,Hispanic or Latino,United States,NA
62a4a3d4f8d5efcc22f9a051,2022-06-11,Data Analyst,NA,137500,Bachelors,25,Male,White or Caucasian,United States,NA
62a4a8cb0a77c1a77f67a405,2022-06-11,Data Analyst,NA,20000,Associates,45,Male,White or Caucasian,Other,Greece
62a4abb30f8c8599d5b0fc24,2022-06-11,Data Analyst,NA,53000,Masters,26,Male,Black or African American,United States,NA
62a4afd87dc029e2d66ddb24,2022-06-11,Data Scientist,NA,20000,Masters,26,Male,Other,India,NA
62a4b085cec54911e9cc3afe,2022-06-11,Other,Researchers ,20000,Masters,23,Male,Asian or Asian American,India,NA
62a4b23f5d257a28a30f6b8c,2022-06-11,Data Engineer,NA,115500,Masters,25,Male,Asian or Asian American,India,NA
62a4b29a5d257a28a30f6c63,2022-06-11,Data Analyst,NA,53000,High School,33,Female,White or Caucasian,United States,NA
62a4b2e5f8f75616458712af,2022-06-11,Other,Senior Business Analyst,20000,Bachelors,33,Male,Asian or Asian American,India,NA
62a4b6c30a77c1a77f67b54c,2022-06-11,Data Analyst,NA,95500,Bachelors,27,Male,White or Caucasian,United States,NA
62a4bf07b4da29969c64e4f8,2022-06-11,Data Analyst,NA,115500,Masters,28,Female,Hispanic or Latino,United States,NA
62a4bf3a0a77c1a77f67bef2,2022-06-11,Data Analyst,NA,75500,Bachelors,32,Male,Hispanic or Latino,United States,NA
62a4c49a575fa3a5ae8aadf4,2022-06-11,Data Analyst,NA,20000,Masters,35,Male,Asian or Asian American,India,NA
62a4c57af3072dd8926421ac,2022-06-11,Data Analyst,NA,95500,Masters,34,Male,Hispanic or Latino,United States,NA
62a4c6060a77c1a77f67c772,2022-06-11,Data Analyst,NA,53000,Masters,27,Male,White or Caucasian,Other,Germany
62a4c7d0f8f7561645872912,2022-06-11,Other,Data Coordinator,75500,Masters,30,Female,White or Caucasian,United States,NA
62a4cdfad8c00e9f541bdc6b,2022-06-11,Data Analyst,NA,75500,Masters,34,Male,White or Caucasian,United States,NA
62a4ce2bbae91e4b8b84f3db,2022-06-11,Other,Student working as a data analyst intern ,53000,Bachelors,22,Female,White or Caucasian,United States,NA
62a4cffeb4da29969c64f6a1,2022-06-11,Data Analyst,NA,20000,Masters,33,Female,Asian or Asian American,India,NA
62a4d08bf3072dd892642d2c,2022-06-11,Data Analyst,NA,20000,Masters,26,Female,Asian or Asian American,India,NA
62a4d13bbae91e4b8b84f89b,2022-06-11,Data Engineer,NA,20000,Bachelors,28,Male,Hispanic or Latino,Other,Argentina
62a4d74c5d257a28a30f97fc,2022-06-11,Other,Driver,20000,Bachelors,42,Male,Other,United Kingdom,NA
62a4d7f6bae91e4b8b84ffed,2022-06-11,Data Analyst,NA,20000,Masters,30,Male,Other,Other,Morocco
62a4d9d4bae91e4b8b8501f1,2022-06-11,Data Scientist,NA,115500,Associates,25,Male,White or Caucasian,United States,NA
62a4dd63f408bae018ef4e51,2022-06-11,Data Analyst,NA,53000,Bachelors,32,Male,Black or African American,United States,NA
62a4e34d7dc029e2d66e10b9,2022-06-11,Data Analyst,NA,20000,Masters,31,Male,Asian or Asian American,Other,Germany
62a4e4c90f8c8599d5b13d8f,2022-06-11,Data Analyst,NA,187500,High School,30,Male,White or Caucasian,Other,UAE
62a4e5aed8c00e9f541bf48c,2022-06-11,Student/Looking/None,NA,20000,Bachelors,23,Male,Asian or Asian American,Canada,NA
62a4f6eef3072dd892645775,2022-06-11,Other,Data manager,75500,Bachelors,31,Female,White or Caucasian,United Kingdom,NA
62a4fe370f8c8599d5b158c4,2022-06-11,Data Analyst,NA,53000,Masters,29,Female,Black or African American,Other,Fin
62a5008c5d257a28a30fbde5,2022-06-11,Data Analyst,NA,20000,Bachelors,24,Male,Other,Other,Nigeria
62a5038acec54911e9cc9526,2022-06-11,Other,GIS Analyst ,53000,Masters,36,Male,Asian or Asian American,United States,NA
62a50775f8f756164587677b,2022-06-11,Data Analyst,NA,53000,Masters,32,Female,White or Caucasian,United States,NA
62a50eddf8d5efcc22fa1a4e,2022-06-11,Other,Business Analyst,95500,Bachelors,36,Female,White or Caucasian,United States,NA
62a511acbc6861bf3179178a,2022-06-11,Data Engineer,NA,115500,Bachelors,30,Male,White or Caucasian,United States,NA
62a5177d18134ddc75d0e9d8,2022-06-11,Student/Looking/None,NA,20000,Masters,42,Male,Black or African American,Other,Sudan
62a51aaacec54911e9cca93b,2022-06-11,Data Analyst,NA,95500,PhD,53,Male,White or Caucasian,Other,Austr
62a51dc6575fa3a5ae8b09f3,2022-06-11,Data Analyst,NA,20000,High School,25,Male,Other,Other,Kenya
62a51fe0575fa3a5ae8b0c06,2022-06-11,Data Analyst,NA,20000,Bachelors,23,Male,White or Caucasian,Other,Leba
62a525aff8f75616458784dd,2022-06-11,Data Analyst,NA,20000,Bachelors,36,Male,Other,Other,Saudi Arabia
62a52629b4da29969c654a94,2022-06-11,Data Analyst,NA,53000,Bachelors,32,Male,Other,Other,United Arab Emirates 
62a52725d8c00e9f541c3b4a,2022-06-11,Data Analyst,NA,95500,Masters,25,Male,Hispanic or Latino,United States,NA
62a5390cb4da29969c655ccc,2022-06-11,Data Engineer,NA,53000,Masters,35,Female,Asian or Asian American,United Kingdom,NA
62a53bc0bc6861bf31793947,2022-06-11,Data Analyst,NA,75500,Bachelors,26,Male,White or Caucasian,United States,NA
62a53c84f3072dd8926495c9,2022-06-11,Student/Looking/None,NA,20000,Bachelors,22,Male,White or Caucasian,United States,NA
