id,gender,age,ethnicity,location,current_role,industry,current_salary,favourite_programming_language
62a36b862e54c9003e5383c6,Male,34,White or Caucasian,United Kingdom,Other,Other,95500,Other
62a36d12f8d5efcc22f82cd8,Male,24,White or Caucasian,Other,Student/Looking/None,Tech,20000,Python
62a36d3124a262602738862c,Male,26,Other,Other,Data Analyst,Telecommunication,20000,Python
62a36e470a77c1a77f662470,Male,28,Hispanic or Latino,United States,Data Analyst,Tech,137500,Python
62a36e7024a262602738890a,Male,25,White or Caucasian,Other,Student/Looking/None,Education,20000,R
62a36fe67dc029e2d66c5303,Male,33,Hispanic or Latino,Other,Data Analyst,Tech,20000,Python
62a3701f575fa3a5ae89164e,Male,30,White or Caucasian,Other,Data Analyst,Finance,75500,Python
62a370635d257a28a30de5eb,Male,35,Other,India,Data Analyst,Finance,20000,Python
62a37128d8c00e9f541a39dd,Male,25,White or Caucasian,Other,Data Analyst,Other,20000,Other
62a3715124a2626027388f02,Male,23,White or Caucasian,Other,Data Analyst,Real Estate,20000,Python
62a37222cf2555431730732d,Male,24,Hispanic or Latino,Other,Data Engineer,Healthcare,20000,Python
62a373efbc6861bf3177360b,Male,27,Black or African American,United States,Data Analyst,Education,187500,Other
62a3759e5d257a28a30def3a,Male,32,Asian or Asian American,United States,Data Analyst,Other,75500,Python
62a3777624a262602738997e,Male,50,White or Caucasian,Canada,Data Analyst,Tech,53000,Python
62a377987dc029e2d66c638d,Male,29,White or Caucasian,United States,Data Architect,Other,75500,Python
62a377f424a2626027389af3,Male,41,Hispanic or Latino,Other,Data Analyst,Telecommunication,20000,R
62a3784c0f8c8599d5af8fbc,Male,23,White or Caucasian,United States,Other,Other,20000,R
62a37a43d8c00e9f541a4a7c,Male,31,Black or African American,Other,Data Analyst,Finance,20000,Python
62a37a7818134ddc75cf0d4c,Male,22,Native Hawaiian or other Pacific Islander,Other,Data Analyst,Healthcare,20000,Python
62a37aa1cf255543173081e5,Male,29,Hispanic or Latino,United States,Data Analyst,Finance,75500,Python
62a37ad924a2626027389f8a,Male,23,Other,Other,Data Scientist,Tech,20000,Python
62a37b7db4da29969c636123,Female,24,Hispanic or Latino,United States,Student/Looking/None,Other,20000,Other
62a37bab2e54c9003e53a10a,Male,26,Black or African American,United States,Data Analyst,Other,75500,Python
62a37c50cec54911e9cacee2,Male,31,Asian or Asian American,India,Student/Looking/None,Finance,20000,Python
62a37d41bae91e4b8b8369f7,Male,22,Black or African American,Other,Data Analyst,Other,20000,Python
62a37f8db4da29969c6367bf,Male,31,White or Caucasian,Other,Data Analyst,Other,75500,Python
62a37ff3bae91e4b8b836ed0,Male,27,Asian or Asian American,United States,Student/Looking/None,Tech,20000,Python
62a38023575fa3a5ae89339e,Female,25,Asian or Asian American,United States,Student/Looking/None,Other,20000,Python
62a38153cec54911e9cad855,Male,30,Hispanic or Latino,Other,Data Analyst,Healthcare,20000,Python
62a381d024a262602738ab19,Male,28,Hispanic or Latino,United States,Data Analyst,Healthcare,53000,R
62a38227bae91e4b8b837235,Male,26,White or Caucasian,United States,Data Analyst,Finance,137500,Python
62a38489cf25554317309145,Female,32,White or Caucasian,United States,Data Scientist,Other,137500,Python
62a384f0cec54911e9cadd6f,Female,40,White or Caucasian,Other,Data Analyst,Other,20000,Other
62a385480f8c8599d5afa5c6,Male,36,Asian or Asian American,Other,Data Engineer,Other,20000,Python
62a3856218134ddc75cf1ee0,Male,35,Hispanic or Latino,United States,Data Analyst,Finance,75500,Python
62a385c40f8c8599d5afa6cf,Male,29,Asian or Asian American,United States,Data Analyst,Tech,75500,Python
62a385ddbae91e4b8b837855,Female,25,Hispanic or Latino,Other,Data Analyst,Finance,53000,Python
62a385e7b4da29969c6372ab,Male,29,White or Caucasian,United States,Database Developer,Other,53000,Python
62a386dfcec54911e9cae1d3,Male,26,Black or African American,United States,Data Analyst,Agriculture,95500,Python
62a3870bbc6861bf31775841,Male,34,Black or African American,Other,Data Analyst,Other,20000,R
62a38733f8d5efcc22f859fc,Male,26,White or Caucasian,Other,Data Analyst,Finance,20000,Python
62a387e6575fa3a5ae8940a1,Female,22,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a388d524a262602738b869,Female,24,Black or African American,Other,Student/Looking/None,Construction,20000,Python
62a38975b4da29969c637830,Male,26,Hispanic or Latino,Other,Data Analyst,Other,20000,Python
62a38985f8f756164585b89c,Female,34,White or Caucasian,Other,Data Architect,Finance,20000,Python
62a389b70f8c8599d5afad1a,Male,29,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a389ed18134ddc75cf24f8,Male,21,Black or African American,Other,Data Scientist,Tech,20000,R
62a38a060a77c1a77f6654b7,Female,35,White or Caucasian,Other,Other,Other,20000,Python
62a38a4d575fa3a5ae8944df,Male,26,Black or African American,United States,Data Analyst,Education,53000,Python
62a38a97cf25554317309af2,Male,28,White or Caucasian,United States,Data Analyst,Other,53000,Python
62a38c120f8c8599d5afb0e9,Female,33,White or Caucasian,United States,Other,Other,53000,Python
62a38c9dbc6861bf317760c4,Female,56,White or Caucasian,United States,Data Analyst,Other,75500,Other
62a38de50f8c8599d5afb3e7,Male,23,Asian or Asian American,India,Other,Other,20000,Python
62a3906224a262602738c58a,Male,28,White or Caucasian,United States,Data Scientist,Healthcare,137500,Python
62a3907cbae91e4b8b838917,Male,21,White or Caucasian,Other,Student/Looking/None,Other,20000,JavaScript
62a390c0d8c00e9f541a6fd7,Male,35,Black or African American,United States,Student/Looking/None,Other,75500,Python
62a390e4f3072dd89262c0cd,Male,29,Asian or Asian American,Other,Data Analyst,Healthcare,53000,Python
62a391cacf2555431730a623,Female,23,Asian or Asian American,United States,Data Analyst,Tech,95500,Python
62a39214f8f756164585c6b6,Male,25,Asian or Asian American,India,Other,Finance,53000,Python
62a39297b4da29969c638679,Male,27,White or Caucasian,United States,Data Engineer,Other,95500,Python
62a393330a77c1a77f6662e4,Male,22,Other,India,Data Analyst,Tech,20000,Python
62a3944024a262602738cb07,Male,22,Asian or Asian American,India,Data Analyst,Other,20000,Python
62a3951ed8c00e9f541a75d1,Male,43,Asian or Asian American,United States,Other,Other,115500,Java
62a3958fcec54911e9caf827,Female,32,Asian or Asian American,United States,Other,Tech,20000,Python
62a3970ebae91e4b8b839495,Female,42,Asian or Asian American,United States,Student/Looking/None,Healthcare,75500,Other
62a3976ecf2555431730af5e,Male,31,Hispanic or Latino,United States,Other,Other,75500,Python
62a397fb5d257a28a30e279a,Male,25,White or Caucasian,United Kingdom,Data Engineer,Other,20000,Python
62a3980c7dc029e2d66c9a81,Female,25,Asian or Asian American,United States,Data Analyst,Agriculture,53000,Other
62a3980e0f8c8599d5afc32c,Male,31,Asian or Asian American,United States,Data Analyst,Other,115500,Other
62a39a340f8c8599d5afc6ce,Male,36,White or Caucasian,Other,Data Scientist,Education,20000,Python
62a39a95bc6861bf3177751d,Female,35,White or Caucasian,Other,Other,Healthcare,53000,Python
62a39b315d257a28a30e2cae,Male,28,White or Caucasian,United States,Data Analyst,Other,75500,R
62a39b6cf408bae018ede929,Male,27,Hispanic or Latino,Other,Data Analyst,Other,20000,Python
62a39bd324a262602738d725,Male,25,Hispanic or Latino,Other,Data Analyst,Other,20000,Python
62a39e03f408bae018eded39,Male,25,White or Caucasian,Other,Data Analyst,Other,20000,Python
62a39e69d8c00e9f541a8358,Male,22,White or Caucasian,United States,Other,Other,53000,R
62a3a0bcf8f756164585daf7,Male,38,White or Caucasian,Other,Data Analyst,Healthcare,53000,Other
62a3a1a62e54c9003e53dc35,Male,27,Black or African American,Other,Data Analyst,Education,20000,Python
