id,gender,age,ethnicity,location,current_role,industry,current_salary,favourite_programming_language
62a3a231b4da29969c639b2c,Female,34,Black or African American,Canada,Data Analyst,Other,95500,Other
62a3a3800f8c8599d5afd4db,Female,31,White or Caucasian,United States,Data Analyst,Other,75500,Python
62a3a4fdbae91e4b8b83ab6f,Female,33,Black or African American,Canada,Data Analyst,Tech,53000,Python
62a3a7f50a77c1a77f668221,Male,23,Asian or Asian American,United States,Student/Looking/None,Tech,20000,Python
62a3a90f24a262602738e800,Female,25,Asian or Asian American,United States,Data Analyst,Healthcare,53000,Other
62a3a9dbd8c00e9f541a93eb,Male,29,White or Caucasian,Other,Data Analyst,Tech,20000,Python
62a3aaa3cec54911e9cb1724,Female,29,Black or African American,United States,Other,Healthcare,53000,R
62a3ab320f8c8599d5afdfa8,Male,31,Asian or Asian American,India,Data Analyst,Tech,20000,R
62a3abacd8c00e9f541a96eb,Male,34,Black or African American,Other,Student/Looking/None,Real Estate,20000,R
62a3ac4bf8f756164585ea83,Male,26,Other,Other,Data Analyst,Tech,20000,Python
62a3ad35cec54911e9cb1b5c,Female,26,White or Caucasian,United States,Other,Healthcare,95500,Python
62a3ae69bc6861bf3177900d,Male,27,Black or African American,United States,Other,Other,53000,Other
62a3af26cec54911e9cb1f3a,Male,26,White or Caucasian,United States,Data Analyst,Other,75500,Python
62a3af66f8f756164585eeb8,Female,26,Asian or Asian American,United States,Student/Looking/None,Tech,20000,Python
62a3b135b4da29969c63b1ed,Male,24,White or Caucasian,United States,Data Analyst,Finance,53000,R
62a3b255d8c00e9f541a9fd5,Female,28,Other,Other,Data Analyst,Other,95500,Python
62a3b314f408bae018ee0938,Male,29,White or Caucasian,United States,Data Analyst,Other,115500,R
62a3b3f6bc6861bf3177973b,Female,26,Asian or Asian American,United States,Data Analyst,Finance,75500,Python
62a3ba4dbc6861bf31779f24,Male,28,White or Caucasian,United Kingdom,Data Analyst,Other,53000,Python
62a3baa624a262602738ff27,Male,25,White or Caucasian,Other,Data Analyst,Finance,20000,Python
62a3bc00d8c00e9f541aad66,Female,26,Asian or Asian American,United States,Data Analyst,Finance,75500,R
62a3bf1b0a77c1a77f66a347,Female,38,White or Caucasian,United States,Data Engineer,Healthcare,137500,Python
62a3c021f8f756164586043f,Female,20,Black or African American,Other,Other,Other,20000,Other
62a3c1b1bc6861bf3177aa8c,Female,45,Black or African American,United States,Data Analyst,Education,75500,Other
62a3c30324a26260273909b9,Male,27,Other,Canada,Data Analyst,Other,95500,Python
62a3c476bc6861bf3177ad9d,Male,28,Asian or Asian American,Canada,Data Analyst,Other,53000,Python
62a3c5f2cec54911e9cb3d9b,Female,29,Other,Other,Student/Looking/None,Other,20000,R
62a3c7f1bc6861bf3177b06e,Female,43,Asian or Asian American,Other,Other,Tech,53000,C/C++
62a3c8652e54c9003e54103e,Male,26,Black or African American,Other,Data Analyst,Finance,20000,Python
62a3ca44bae91e4b8b83dcd4,Female,47,Black or African American,United States,Student/Looking/None,Tech,53000,Other
62a3cafff8d5efcc22f8b5cb,Male,23,Black or African American,Other,Student/Looking/None,Finance,20000,Python
62a3cbfef8d5efcc22f8b6f1,Male,25,Other,Other,Data Analyst,Tech,20000,Python
62a3cde8f8f7561645861366,Male,32,White or Caucasian,Other,Other,Finance,20000,Python
62a3cfed0f8c8599d5b00b12,Female,25,White or Caucasian,United States,Data Analyst,Finance,20000,Python
62a3d21ef3072dd8926314d1,Female,29,Hispanic or Latino,Other,Data Analyst,Finance,20000,Python
62a3d37c0a77c1a77f66bc0e,Female,33,Asian or Asian American,United States,Data Analyst,Healthcare,53000,Other
62a3d8dbf8f7561645861f9d,Male,36,Asian or Asian American,United States,Data Analyst,Education,115500,Python
62a3d9697dc029e2d66cf087,Male,25,White or Caucasian,United States,Data Analyst,Healthcare,53000,Python
62a3dac9f3072dd892631e12,Male,38,White or Caucasian,United States,Data Scientist,Other,187500,Python
62a3dc3ab4da29969c63e3d7,Male,30,Other,United States,Data Analyst,Other,75500,R
62a3e2abf8f75616458628d1,Male,35,Black or African American,United States,Data Analyst,Tech,53000,Python
62a3e32bd8c00e9f541ad5f0,Female,42,White or Caucasian,United States,Other,Education,53000,Other
62a3ecf7bc6861bf3177d5c2,Male,30,White or Caucasian,United States,Data Analyst,Healthcare,75500,Python
62a3eea9bae91e4b8b8401a4,Female,25,Black or African American,Other,Student/Looking/None,Other,20000,Python
62a3f39df8d5efcc22f8ddc2,Female,28,Asian or Asian American,United States,Data Analyst,Healthcare,95500,Python
62a3f6a25d257a28a30e9d02,Male,28,Asian or Asian American,Canada,Data Analyst,Other,20000,Python
62a3f6d9bae91e4b8b8408ca,Male,20,Asian or Asian American,Other,Student/Looking/None,Other,20000,Other
62a3fc7c7dc029e2d66d10e8,Male,33,Hispanic or Latino,United States,Data Analyst,Construction,115500,Other
62a3fe0d5d257a28a30ea3c8,Male,23,White or Caucasian,United States,Data Analyst,Tech,75500,Python
62a3fea50a77c1a77f66e41b,Female,35,Hispanic or Latino,Other,Data Analyst,Healthcare,20000,R
62a40276bc6861bf3177e6fd,Male,22,Asian or Asian American,India,Student/Looking/None,Other,20000,Python
62a403bbf8d5efcc22f8eb18,Male,33,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a403d30f8c8599d5b03d65,Male,22,White or Caucasian,United States,Data Engineer,Real Estate,20000,Python
62a4044acf25554317312a81,Male,35,White or Caucasian,United States,Data Analyst,Other,95500,R
62a4061bf408bae018ee5deb,Female,37,White or Caucasian,United States,Data Analyst,Agriculture,75500,Other
62a40726575fa3a5ae89d990,Male,22,Other,United States,Student/Looking/None,Finance,20000,Python
62a4098124a2626027394ddc,Male,36,White or Caucasian,United States,Data Analyst,Healthcare,75500,Python
62a40c99575fa3a5ae89de4b,Male,26,Hispanic or Latino,India,Data Scientist,Other,95500,Python
62a40d86d8c00e9f541afb5e,Female,25,Asian or Asian American,Other,Data Analyst,Other,20000,R
62a40da3cf255543173132e2,Female,34,White or Caucasian,United States,Data Analyst,Other,53000,R
62a40dfa5d257a28a30eb110,Male,33,Hispanic or Latino,Other,Data Analyst,Other,20000,Python
62a410b5cec54911e9cb8262,Male,37,White or Caucasian,United States,Student/Looking/None,Other,53000,Python
62a41135bc6861bf3177f3d8,Female,54,White or Caucasian,United States,Data Analyst,Other,75500,Python
62a41795cec54911e9cb8854,Male,26,Asian or Asian American,India,Data Analyst,Finance,20000,Python
62a41964d8c00e9f541b061d,Female,27,Hispanic or Latino,United States,Data Analyst,Education,53000,R
62a41968f8d5efcc22f8fd44,Male,24,White or Caucasian,United Kingdom,Database Developer,Telecommunication,20000,Other
62a41e23bc6861bf3177fffb,Male,24,White or Caucasian,Other,Data Analyst,Finance,20000,Python
62a421cebc6861bf317803f5,Male,27,White or Caucasian,Other,Other,Other,20000,Python
62a42243f8d5efcc22f90c55,Male,25,Asian or Asian American,Other,Student/Looking/None,Other,20000,Python
62a424ccd8c00e9f541b114e,Female,28,Black or African American,United Kingdom,Data Analyst,Tech,20000,Python
62a42527b4da29969c6423f7,Male,21,Asian or Asian American,United States,Other,Education,53000,Python
62a425ec2e54c9003e5467bf,Female,28,White or Caucasian,United States,Data Analyst,Healthcare,95500,Other
62a427190a77c1a77f67095c,Male,30,Black or African American,Other,Data Analyst,Tech,20000,Python
62a429f0f3072dd892636396,Male,24,Black or African American,Other,Data Analyst,Education,20000,Python
62a42d6ef8d5efcc22f9178a,Male,26,Other,India,Data Analyst,Healthcare,20000,Python
62a436fd24a2626027397c93,Female,19,Asian or Asian American,Other,Data Analyst,Tech,20000,Python
62a43e86f408bae018ee913a,Female,92,Asian or Asian American,India,Student/Looking/None,Other,20000,Python
62a43ed4f8d5efcc22f92d0a,Male,28,Black or African American,Other,Data Analyst,Healthcare,20000,Python
62a43f43f408bae018ee9281,Female,24,Asian or Asian American,India,Student/Looking/None,Education,20000,Python
62a440ab575fa3a5ae8a1418,Male,25,Asian or Asian American,United States,Other,Healthcare,53000,Python
62a441e3575fa3a5ae8a1552,Male,42,Black or African American,United Kingdom,Data Analyst,Finance,53000,Python
62a446faf8f7561645868c60,Male,21,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a448832e54c9003e5491c5,Male,24,White or Caucasian,United States,Data Analyst,Healthcare,75500,Python
62a44ae2f8f7561645869335,Female,26,White or Caucasian,United States,Data Analyst,Healthcare,53000,Python
62a44bc7bc6861bf31783829,Male,30,White or Caucasian,United Kingdom,Data Analyst,Other,20000,Python
62a44ea3f408bae018eea62a,Male,27,Black or African American,United States,Data Engineer,Other,95500,Other
62a4514ff408bae018eea94d,Male,28,Asian or Asian American,India,Data Engineer,Tech,20000,Python
62a45a140a77c1a77f67469d,Female,29,White or Caucasian,United Kingdom,Data Analyst,Real Estate,75500,Other
62a45c8bf3072dd89263a493,Female,26,Asian or Asian American,India,Data Analyst,Other,20000,Python
62a45f8c0f8c8599d5b09d40,Male,29,Black or African American,Other,Data Engineer,Finance,20000,Python
62a4604d0a77c1a77f674e29,Male,60,White or Caucasian,United Kingdom,Other,Finance,75500,Other
62a46a66f8d5efcc22f95a7a,Male,25,Black or African American,Other,Data Analyst,Healthcare,20000,Python
62a46ad7d8c00e9f541b664a,Female,37,Other,Other,Other,Construction,20000,R
62a46dbecf25554317319e48,Female,30,Asian or Asian American,Canada,Data Analyst,Finance,75500,Python
62a475dcf408bae018eed15c,Female,27,Black or African American,Other,Data Analyst,Healthcare,20000,Python
62a477f0b4da29969c64892f,Male,31,White or Caucasian,United States,Data Scientist,Tech,,R
62a47947cec54911e9cbf6b2,Male,24,Asian or Asian American,United Kingdom,Student/Looking/None,Other,20000,R
62a47c587dc029e2d66d9782,Female,20,Black or African American,United States,Data Analyst,Finance,20000,Other
62a47e3ef3072dd89263c8c0,Male,24,Asian or Asian American,India,Other,Tech,20000,R
62a47e812e54c9003e54d789,Male,24,White or Caucasian,Other,Student/Looking/None,Other,20000,R
62a47ea87dc029e2d66d9b60,Male,41,Hispanic or Latino,Other,Student/Looking/None,Other,20000,R
62a47f1e0a77c1a77f677174,Male,41,White or Caucasian,United States,Data Analyst,Tech,95500,R
62a48566b4da29969c64995a,Male,43,White or Caucasian,United States,Other,Other,187500,Python
62a48612d8c00e9f541b86b8,Female,38,White or Caucasian,United States,Data Analyst,Healthcare,75500,Python
62a487167dc029e2d66da73e,Female,28,Asian or Asian American,Other,Data Analyst,Other,20000,Python
62a488197dc029e2d66da8a1,Female,31,Hispanic or Latino,Other,Data Analyst,Healthcare,95500,Python
62a48c4c24a262602739e141,Female,28,White or Caucasian,United States,Data Analyst,Other,95500,Other
62a48cbdf408bae018eeeccf,Male,23,Asian or Asian American,United States,Data Analyst,Healthcare,53000,C/C++
62a48d4df8d5efcc22f98308,Male,25,Black or African American,United Kingdom,Data Analyst,Other,53000,Python
62a48d562e54c9003e54ea2b,Male,26,White or Caucasian,Other,Other,Tech,20000,R
62a48da6b4da29969c64a3a5,Male,35,White or Caucasian,United States,Data Scientist,Finance,137500,Python
62a49012f408bae018eef16d,Male,30,White or Caucasian,Other,Data Analyst,Other,115500,R
62a491b3b4da29969c64a89e,Male,35,White or Caucasian,United Kingdom,Data Analyst,Tech,95500,R
62a4926ef408bae018eef4ee,Male,28,Hispanic or Latino,Other,Data Analyst,Telecommunication,20000,Python
62a495d724a262602739ee07,Female,24,Black or African American,Other,Student/Looking/None,Tech,20000,Python
62a49b3cb4da29969c64b5dc,Female,34,White or Caucasian,United States,Data Analyst,Tech,53000,Python
62a49e087dc029e2d66dc57e,Female,31,White or Caucasian,Other,Data Analyst,Tech,53000,Python
62a49e47b4da29969c64b9f9,Male,30,Asian or Asian American,United Kingdom,Data Analyst,Tech,20000,Python
62a49e5f24a262602739f9af,Male,40,White or Caucasian,United Kingdom,Data Engineer,Other,95500,JavaScript
62a49fe7b4da29969c64bbe1,Male,26,Hispanic or Latino,United States,Data Analyst,Other,53000,R
62a4a3d4f8d5efcc22f9a051,Male,25,White or Caucasian,United States,Data Analyst,Healthcare,137500,R
62a4a8cb0a77c1a77f67a405,Male,45,White or Caucasian,Other,Data Analyst,Other,20000,Other
62a4abb30f8c8599d5b0fc24,Male,26,Black or African American,United States,Data Analyst,Finance,53000,R
62a4afd87dc029e2d66ddb24,Male,26,Other,India,Data Scientist,Finance,20000,Python
62a4b085cec54911e9cc3afe,Male,23,Asian or Asian American,India,Other,Finance,20000,Python
62a4b23f5d257a28a30f6b8c,Male,25,Asian or Asian American,India,Data Engineer,Tech,115500,Python
62a4b29a5d257a28a30f6c63,Female,33,White or Caucasian,United States,Data Analyst,Healthcare,53000,R
62a4b2e5f8f75616458712af,Male,33,Asian or Asian American,India,Other,Other,20000,Other
62a4b6c30a77c1a77f67b54c,Male,27,White or Caucasian,United States,Data Analyst,Healthcare,95500,R
62a4bf07b4da29969c64e4f8,Female,28,Hispanic or Latino,United States,Data Analyst,Tech,115500,Python
62a4bf3a0a77c1a77f67bef2,Male,32,Hispanic or Latino,United States,Data Analyst,Tech,75500,Python
62a4c49a575fa3a5ae8aadf4,Male,35,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a4c57af3072dd8926421ac,Male,34,Hispanic or Latino,United States,Data Analyst,Real Estate,95500,Python
62a4c6060a77c1a77f67c772,Male,27,White or Caucasian,Other,Data Analyst,Other,53000,Python
62a4c7d0f8f7561645872912,Female,30,White or Caucasian,United States,Other,Education,75500,R
62a4cdfad8c00e9f541bdc6b,Male,34,White or Caucasian,United States,Data Analyst,Other,75500,Python
62a4ce2bbae91e4b8b84f3db,Female,22,White or Caucasian,United States,Other,Other,53000,Python
62a4cffeb4da29969c64f6a1,Female,33,Asian or Asian American,India,Data Analyst,Finance,20000,Python
62a4d08bf3072dd892642d2c,Female,26,Asian or Asian American,India,Data Analyst,Finance,20000,Python
62a4d13bbae91e4b8b84f89b,Male,28,Hispanic or Latino,Other,Data Engineer,Tech,20000,Python
62a4d74c5d257a28a30f97fc,Male,42,Other,United Kingdom,Other,Other,20000,Python
62a4d7f6bae91e4b8b84ffed,Male,30,Other,Other,Data Analyst,Other,20000,R
62a4d9d4bae91e4b8b8501f1,Male,25,White or Caucasian,United States,Data Scientist,Tech,115500,Other
62a4dd63f408bae018ef4e51,Male,32,Black or African American,United States,Data Analyst,Construction,53000,Python
62a4e34d7dc029e2d66e10b9,Male,31,Asian or Asian American,Other,Data Analyst,Tech,20000,Python
62a4e4c90f8c8599d5b13d8f,Male,30,White or Caucasian,Other,Data Analyst,Education,187500,Python
62a4e5aed8c00e9f541bf48c,Male,23,Asian or Asian American,Canada,Student/Looking/None,Other,20000,Python
62a4f6eef3072dd892645775,Female,31,White or Caucasian,United Kingdom,Other,Education,75500,R
62a4fe370f8c8599d5b158c4,Female,29,Black or African American,Other,Data Analyst,Other,53000,Python
62a5008c5d257a28a30fbde5,Male,24,Other,Other,Data Analyst,Tech,20000,Python
62a5038acec54911e9cc9526,Male,36,Asian or Asian American,United States,Other,Other,53000,Python
62a50775f8f756164587677b,Female,32,White or Caucasian,United States,Data Analyst,Real Estate,53000,R
62a50eddf8d5efcc22fa1a4e,Female,36,White or Caucasian,United States,Other,Healthcare,95500,Python
62a511acbc6861bf3179178a,Male,30,White or Caucasian,United States,Data Engineer,Healthcare,115500,Other
62a5177d18134ddc75d0e9d8,Male,42,Black or African American,Other,Student/Looking/None,Other,20000,R
62a51aaacec54911e9cca93b,Male,53,White or Caucasian,Other,Data Analyst,Healthcare,95500,Other
62a51dc6575fa3a5ae8b09f3,Male,25,Other,Other,Data Analyst,Finance,20000,Python
62a51fe0575fa3a5ae8b0c06,Male,23,White or Caucasian,Other,Data Analyst,Healthcare,20000,Python
62a525aff8f75616458784dd,Male,36,Other,Other,Data Analyst,Agriculture,20000,Python
62a52629b4da29969c654a94,Male,32,Other,Other,Data Analyst,Healthcare,53000,Other
62a52725d8c00e9f541c3b4a,Male,25,Hispanic or Latino,United States,Data Analyst,Finance,95500,Python
62a5390cb4da29969c655ccc,Female,35,Asian or Asian American,United Kingdom,Data Engineer,Tech,53000,Python
62a53bc0bc6861bf31793947,Male,26,White or Caucasian,United States,Data Analyst,Other,75500,R
62a53c84f3072dd8926495c9,Male,22,White or Caucasian,United States,Student/Looking/None,Tech,20000,Python
62a54bccf3072dd89264a13b,Male,30,Asian or Asian American,Canada,Data Scientist,Other,95500,Python
62a54f20d8c00e9f541c5cfa,Male,36,White or Caucasian,United States,Data Analyst,Other,75500,Python
62a552e1cf2555431732922d,Female,30,White or Caucasian,United States,Data Analyst,Healthcare,75500,R
62a557d10f8c8599d5b1a81c,Male,29,Asian or Asian American,United States,Data Scientist,Finance,115500,Python
62a55b05f8d5efcc22fa5b65,Male,30,White or Caucasian,United States,Other,Other,75500,R
62a55fe1f8d5efcc22fa5fe4,Male,24,Black or African American,United States,Data Engineer,Finance,53000,Python
62a56bc67dc029e2d66e86c0,Male,33,Asian or Asian American,United States,Data Engineer,Tech,,Other
62a57116f408bae018efd56a,Female,42,White or Caucasian,United States,Data Analyst,Other,115500,Python
62a57263cec54911e9ccf648,Female,36,White or Caucasian,United States,Data Analyst,Healthcare,53000,Python
62a574b3b4da29969c658eb4,Male,27,White or Caucasian,United States,Data Analyst,Other,53000,Python
62a58b267dc029e2d66ea3f8,Female,21,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a58d20575fa3a5ae8b6969,Female,34,White or Caucasian,Other,Data Analyst,Healthcare,53000,Python
62a58faf2e54c9003e55ef2e,Male,27,White or Caucasian,Other,Student/Looking/None,Education,20000,Python
62a5998fbc6861bf31798ef0,Male,27,White or Caucasian,Other,Other,Tech,20000,Python
62a59cd2cec54911e9cd251a,Male,30,Other,Other,Student/Looking/None,Education,20000,R
62a59d007dc029e2d66eb8f9,Female,33,White or Caucasian,United States,Data Analyst,Other,75500,Other
62a5a124cec54911e9cd29f5,Male,47,American Indian or Alaska Native,India,Data Analyst,Finance,95500,Python
62a5a44b24a26260273af0fc,Male,27,Asian or Asian American,United States,Data Analyst,Other,75500,Other
62a5a931cec54911e9cd3333,Male,26,Asian or Asian American,India,Data Analyst,Healthcare,20000,Python
62a5bea05d257a28a3106f7e,Female,35,Asian or Asian American,India,Data Analyst,Finance,20000,Python
62a5c571575fa3a5ae8baaa1,Male,31,Hispanic or Latino,United States,Data Analyst,Education,95500,Python
62a5cb12cf25554317330d69,Male,25,Black or African American,Other,Data Analyst,Education,20000,Python
62a5cba2575fa3a5ae8bb122,Male,27,White or Caucasian,United States,Data Engineer,Real Estate,75500,Python
62a5d350f3072dd892652c70,Male,32,White or Caucasian,Other,Data Analyst,Tech,53000,Python
62a5db29cf2555431733248f,Male,47,White or Caucasian,Other,Student/Looking/None,Real Estate,20000,Python
62a5e69f24a26260273b42bf,Female,30,Asian or Asian American,United States,Other,Finance,75500,Python
62a5ea667dc029e2d66f153d,Female,35,Black or African American,United States,Data Analyst,Other,115500,Python
62a5ebe05d257a28a310ac53,Male,25,Hispanic or Latino,United States,Data Analyst,Finance,53000,Python
62a5edb2575fa3a5ae8bdba5,Male,27,White or Caucasian,United States,Other,Other,75500,Python
62a5edba0a77c1a77f68f1b5,Female,27,Black or African American,United States,Data Analyst,Healthcare,53000,R
62a5f332bc6861bf3179f631,Female,23,Asian or Asian American,India,Student/Looking/None,Other,20000,Python
62a5f872bae91e4b8b861e53,Male,18,White or Caucasian,United States,Data Scientist,Other,53000,Python
62a609b8f8f75616458875b7,Female,28,Hispanic or Latino,Other,Data Analyst,Healthcare,20000,Python
62a609c4bc6861bf317a10a3,Male,28,White or Caucasian,United States,Other,Healthcare,137500,Python
62a61076f8f7561645887ded,Female,26,American Indian or Alaska Native,United States,Student/Looking/None,Other,20000,Python
62a615fd18134ddc75d1f1fa,Male,27,Black or African American,Other,Student/Looking/None,Education,20000,Python
62a617c30a77c1a77f6925fc,Female,22,Asian or Asian American,India,Data Analyst,Tech,53000,Python
62a618a9d8c00e9f541d3537,Male,27,White or Caucasian,United States,Data Analyst,Tech,20000,R
62a61eb02e54c9003e5697f7,Male,28,Asian or Asian American,India,Data Engineer,Other,20000,Python
62a6246df3072dd892659218,Male,25,Black or African American,Other,Data Analyst,Tech,20000,Python
62a62a7124a26260273b94fa,Male,32,Hispanic or Latino,United Kingdom,Data Analyst,Healthcare,20000,Python
62a631782e54c9003e56ac36,Male,33,White or Caucasian,Other,Student/Looking/None,Finance,20000,Other
62a633b4d8c00e9f541d54a4,Male,23,Black or African American,Canada,Data Analyst,Other,53000,Python
62a639e05d257a28a3110ef5,Female,40,Black or African American,Other,Student/Looking/None,Finance,20000,R
62a642690f8c8599d5b2ab37,Female,28,Asian or Asian American,United Kingdom,Data Analyst,Other,53000,Python
62a64b4dd8c00e9f541d6d81,Male,26,Black or African American,Other,Data Analyst,Real Estate,20000,R
62a64c6ecf2555431733a7a4,Female,24,Asian or Asian American,India,Other,Tech,20000,Python
62a654165d257a28a3112ac9,Female,40,Other,United States,Other,Finance,95500,Python
62a65618d8c00e9f541d783a,Male,26,Black or African American,United States,Data Analyst,Other,75500,Python
62a65db824a26260273bc9ff,Female,44,White or Caucasian,United Kingdom,Data Scientist,Other,53000,Python
62a66558cf2555431733c0f9,Male,36,White or Caucasian,United States,Other,Other,75500,Python
62a6772c18134ddc75d25895,Male,30,Hispanic or Latino,Other,Other,Other,20000,Python
62a68f1e0a77c1a77f69a381,Male,48,Other,Other,Other,Other,20000,Python
62a6a11a0a77c1a77f69b7cb,Female,30,Asian or Asian American,Canada,Data Analyst,Construction,53000,Other
62a6ac1524a26260273c1cd0,Male,28,Other,India,Other,Telecommunication,20000,Python
62a6b0790a77c1a77f69cb15,Male,25,Other,India,Other,Tech,20000,Python
62a6bc6a18134ddc75d2a726,Male,24,American Indian or Alaska Native,United States,Other,Tech,115500,Other
62a6c3d9cec54911e9ce7669,Male,31,Black or African American,United States,Data Analyst,Other,53000,Python
62a6d037cec54911e9ce862a,Male,23,Other,United Kingdom,Data Engineer,Real Estate,20000,Python
62a6d2532e54c9003e575d9c,Female,48,White or Caucasian,United Kingdom,Data Analyst,Other,53000,Other
62a6dbcad8c00e9f541e1050,Male,28,Black or African American,United States,Data Analyst,Healthcare,75500,Python
62a6e2815d257a28a311c8f9,Male,32,Hispanic or Latino,United Kingdom,Data Analyst,Other,53000,Python
62a6ea03d8c00e9f541e3594,Male,30,Asian or Asian American,Other,Data Scientist,Finance,53000,Python
62a7029ff8f7561645899bae,Male,32,White or Caucasian,Other,Data Analyst,Other,20000,Python
62a7047c24a26260273c9646,Female,30,Other,Other,Data Analyst,Tech,20000,Python
62a70b55cec54911e9cedd98,Female,35,White or Caucasian,Other,Data Analyst,Other,20000,Python
62a71930bae91e4b8b878b2b,Female,38,Black or African American,United Kingdom,Student/Looking/None,Tech,20000,R
62a73a37f8d5efcc22fcb724,Female,30,Asian or Asian American,United States,Other,Other,75500,Python
62a73aa824a26260273d0172,Male,48,White or Caucasian,United States,Data Analyst,Tech,53000,Python
62a73c5b0a77c1a77f6aba65,Male,32,Asian or Asian American,Canada,Data Analyst,Finance,75500,Other
62a749ebd8c00e9f541efa36,Male,27,American Indian or Alaska Native,India,Other,Telecommunication,53000,Python
62a74e28b4da29969c681108,Male,27,White or Caucasian,United Kingdom,Other,Tech,53000,Python
62a758185d257a28a312bc94,Male,24,Other,Other,Student/Looking/None,Finance,20000,Python
62a75a5418134ddc75d3d2f1,Male,42,Asian or Asian American,United States,Data Scientist,Finance,187500,R
62a75ed0f8f75616458a5d1a,Male,24,Hispanic or Latino,United States,Other,Tech,53000,Python
62a75f1b575fa3a5ae8e0010,Male,23,Asian or Asian American,India,Database Developer,Tech,20000,Python
62a764ffd8c00e9f541f3cc3,Male,26,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a76c962e54c9003e588661,Male,32,Black or African American,Other,Data Analyst,Other,53000,Other
62a772da575fa3a5ae8e2a4a,Male,35,White or Caucasian,Other,Other,Telecommunication,20000,Python
62a7738a2e54c9003e589598,Male,41,White or Caucasian,United States,Data Analyst,Healthcare,115500,Python
62a77967f8d5efcc22fd4c81,Male,25,White or Caucasian,United States,Other,Education,53000,Python
62a77a37f8d5efcc22fd4e47,Female,28,Asian or Asian American,United States,Data Analyst,Construction,20000,Python
62a77cb7b4da29969c68743a,Male,29,White or Caucasian,United States,Data Analyst,Agriculture,53000,Python
62a78743f8f75616458ab6bb,Male,19,White or Caucasian,United States,Student/Looking/None,Telecommunication,20000,Python
62a789015d257a28a3132977,Male,27,Asian or Asian American,India,Data Analyst,Other,53000,Python
62a78f3bf408bae018f2ef51,Male,25,White or Caucasian,Other,Student/Looking/None,Finance,20000,Python
62a7988bbae91e4b8b88b8ee,Female,26,Asian or Asian American,Canada,Data Analyst,Other,53000,Python
62a79c9c2e54c9003e58f0d5,Male,25,White or Caucasian,Other,Data Analyst,Healthcare,20000,Python
62a7b0ae0f8c8599d5b51cd0,Male,25,White or Caucasian,Other,Data Analyst,Other,20000,Python
62a7b283f8d5efcc22fdc189,Male,26,Black or African American,Other,Data Analyst,Healthcare,20000,R
62a7b296f8d5efcc22fdc1ef,Male,35,White or Caucasian,United States,Data Analyst,Education,137500,Python
62a7bd0e5d257a28a313855c,Male,29,Black or African American,United States,Data Analyst,Other,95500,Python
62a7be5e5d257a28a313876a,Female,41,Hispanic or Latino,United States,Data Analyst,Tech,95500,Python
62a7ce44575fa3a5ae8ece5f,Female,22,Hispanic or Latino,United States,Student/Looking/None,Education,20000,Python
62a7e1380f8c8599d5b55fcf,Male,35,Hispanic or Latino,United States,Data Analyst,Healthcare,75500,Other
62a7e2d024a26260273e4448,Male,30,Asian or Asian American,Other,Data Analyst,Finance,75500,Python
62a7ed9c0f8c8599d5b57132,Male,37,Asian or Asian American,Canada,Data Engineer,Real Estate,187500,Python
62a7f09a0f8c8599d5b57526,Female,28,Black or African American,United States,Data Analyst,Other,75500,Python
62a7fb02f8d5efcc22fe2486,Male,23,White or Caucasian,United States,Data Analyst,Real Estate,95500,Python
62a816907dc029e2d6725a33,Male,26,Asian or Asian American,United States,Student/Looking/None,Finance,20000,Python
62a84764bc6861bf317d7b86,Male,25,Native Hawaiian or other Pacific Islander,Other,Data Analyst,Other,75500,Python
62a84f9af408bae018f41e34,Male,23,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a85803f8d5efcc22fea92f,Male,53,Black or African American,Other,Student/Looking/None,Other,20000,Other
62a8592f7dc029e2d672c0a8,Female,33,White or Caucasian,Other,Data Engineer,Tech,20000,Python
62a8643bcec54911e9d14297,Male,39,Black or African American,Other,Student/Looking/None,Finance,20000,R
62a8665c5d257a28a31474f7,Female,22,White or Caucasian,United Kingdom,Data Analyst,Healthcare,20000,Other
62a868c5cf2555431737094b,Male,24,White or Caucasian,Other,Data Analyst,Finance,53000,Python
62a88e9ff8d5efcc22ff1eb6,Male,31,White or Caucasian,Canada,Data Architect,Other,95500,Python
62a89e365d257a28a314fd36,Male,25,Asian or Asian American,Other,Data Analyst,Other,20000,Python
62a8b6ffbae91e4b8b8aa5c2,Male,25,Asian or Asian American,India,Student/Looking/None,Tech,20000,R
62a8bf9e575fa3a5ae907617,Male,23,Asian or Asian American,India,Data Analyst,Tech,20000,Python
62a8cd29bc6861bf317ea9a2,Male,23,Asian or Asian American,India,Other,Other,53000,Other
62a8f477f408bae018f5869d,Male,40,White or Caucasian,United States,Data Analyst,Healthcare,95500,Python
62a8fcf5cf25554317384604,Male,29,Hispanic or Latino,United States,Data Analyst,Other,53000,C/C++
62a8fe9abc6861bf317f0c01,Male,28,Other,India,Data Analyst,Tech,20000,Python
62a9024d18134ddc75d6e76d,Female,28,Black or African American,United Kingdom,Data Analyst,Healthcare,20000,R
