id;current_role;other_role_specified;current_salary;low_range;high_range;salary_average
62a3fe0d5d257a28a30ea3c8;Data Analyst;NA;75500;66,00;85,00;75,50
62a3fea50a77c1a77f66e41b;Data Analyst;NA;20000;,00;40,00;20,00
62a40276bc6861bf3177e6fd;Student/Looking/None;NA;20000;,00;40,00;20,00
62a403bbf8d5efcc22f8eb18;Data Analyst;NA;20000;,00;40,00;20,00
62a403d30f8c8599d5b03d65;Data Engineer;NA;20000;,00;40,00;20,00
62a4044acf25554317312a81;Data Analyst;NA;95500;86,00;105,00;95,50
62a4061bf408bae018ee5deb;Data Analyst;NA;75500;66,00;85,00;75,50
62a40726575fa3a5ae89d990;Student/Looking/None;NA;20000;,00;40,00;20,00
62a4098124a2626027394ddc;Data Analyst;NA;75500;66,00;85,00;75,50
62a40c99575fa3a5ae89de4b;Data Scientist;NA;95500;86,00;105,00;95,50
62a40d86d8c00e9f541afb5e;Data Analyst;NA;20000;,00;40,00;20,00
62a40da3cf255543173132e2;Data Analyst;NA;53000;41,00;65,00;53,00
62a40dfa5d257a28a30eb110;Data Analyst;NA;20000;,00;40,00;20,00
62a410b5cec54911e9cb8262;Student/Looking/None;NA;53000;41,00;65,00;53,00
62a41135bc6861bf3177f3d8;Data Analyst;NA;75500;66,00;85,00;75,50
62a41795cec54911e9cb8854;Data Analyst;NA;20000;,00;40,00;20,00
62a41964d8c00e9f541b061d;Data Analyst;NA;53000;41,00;65,00;53,00
62a41968f8d5efcc22f8fd44;Database Developer;NA;20000;,00;40,00;20,00
62a41e23bc6861bf3177fffb;Data Analyst;NA;20000;,00;40,00;20,00
62a421cebc6861bf317803f5;Other;Consultant;20000;,00;40,00;20,00
62a42243f8d5efcc22f90c55;Student/Looking/None;NA;20000;,00;40,00;20,00
62a424ccd8c00e9f541b114e;Data Analyst;NA;20000;,00;40,00;20,00
62a42527b4da29969c6423f7;Other;Business Intelligence Developer;53000;41,00;65,00;53,00
62a425ec2e54c9003e5467bf;Data Analyst;NA;95500;86,00;105,00;95,50
62a427190a77c1a77f67095c;Data Analyst;NA;20000;,00;40,00;20,00
62a429f0f3072dd892636396;Data Analyst;NA;20000;,00;40,00;20,00
62a42d6ef8d5efcc22f9178a;Data Analyst;NA;20000;,00;40,00;20,00
62a436fd24a2626027397c93;Data Analyst;NA;20000;,00;40,00;20,00
62a43e86f408bae018ee913a;Student/Looking/None;NA;20000;,00;40,00;20,00
62a43ed4f8d5efcc22f92d0a;Data Analyst;NA;20000;,00;40,00;20,00
62a43f43f408bae018ee9281;Student/Looking/None;NA;20000;,00;40,00;20,00
62a440ab575fa3a5ae8a1418;Other;Informatics Specialist;53000;41,00;65,00;53,00
62a441e3575fa3a5ae8a1552;Data Analyst;NA;53000;41,00;65,00;53,00
62a446faf8f7561645868c60;Data Analyst;NA;20000;,00;40,00;20,00
62a448832e54c9003e5491c5;Data Analyst;NA;75500;66,00;85,00;75,50
62a44ae2f8f7561645869335;Data Analyst;NA;53000;41,00;65,00;53,00
62a44bc7bc6861bf31783829;Data Analyst;NA;20000;,00;40,00;20,00
62a44ea3f408bae018eea62a;Data Engineer;NA;95500;86,00;105,00;95,50
62a4514ff408bae018eea94d;Data Engineer;NA;20000;,00;40,00;20,00
62a45a140a77c1a77f67469d;Data Analyst;NA;75500;66,00;85,00;75,50
62a45c8bf3072dd89263a493;Data Analyst;NA;20000;,00;40,00;20,00
62a45f8c0f8c8599d5b09d40;Data Engineer;NA;20000;,00;40,00;20,00
62a4604d0a77c1a77f674e29;Other;Business Analys;75500;66,00;85,00;75,50
62a46a66f8d5efcc22f95a7a;Data Analyst;NA;20000;,00;40,00;20,00
62a46ad7d8c00e9f541b664a;Other;Finance Analyst ;20000;,00;40,00;20,00
62a46dbecf25554317319e48;Data Analyst;NA;75500;66,00;85,00;75,50
62a475dcf408bae018eed15c;Data Analyst;NA;20000;,00;40,00;20,00
62a477f0b4da29969c64892f;Data Scientist;NA;;;;
62a47947cec54911e9cbf6b2;Student/Looking/None;NA;20000;,00;40,00;20,00
62a47c587dc029e2d66d9782;Data Analyst;NA;20000;,00;40,00;20,00
62a47e3ef3072dd89263c8c0;Other;Web Developer;20000;,00;40,00;20,00
62a47e812e54c9003e54d789;Student/Looking/None;NA;20000;,00;40,00;20,00
62a47ea87dc029e2d66d9b60;Student/Looking/None;NA;20000;,00;40,00;20,00
62a47f1e0a77c1a77f677174;Data Analyst;NA;95500;86,00;105,00;95,50
62a48566b4da29969c64995a;Other;Manager ;187500;150,00;225,00;187,50
62a48612d8c00e9f541b86b8;Data Analyst;NA;75500;66,00;85,00;75,50
62a487167dc029e2d66da73e;Data Analyst;NA;20000;,00;40,00;20,00
62a488197dc029e2d66da8a1;Data Analyst;NA;95500;86,00;105,00;95,50
62a48c4c24a262602739e141;Data Analyst;NA;95500;86,00;105,00;95,50
62a48cbdf408bae018eeeccf;Data Analyst;NA;53000;41,00;65,00;53,00
62a48d4df8d5efcc22f98308;Data Analyst;NA;53000;41,00;65,00;53,00
62a48d562e54c9003e54ea2b;Other;Junior Software Engineer;20000;,00;40,00;20,00
62a48da6b4da29969c64a3a5;Data Scientist;NA;137500;125,00;150,00;137,50
62a49012f408bae018eef16d;Data Analyst;NA;115500;106,00;125,00;115,50
62a491b3b4da29969c64a89e;Data Analyst;NA;95500;86,00;105,00;95,50
62a4926ef408bae018eef4ee;Data Analyst;NA;20000;,00;40,00;20,00
62a495d724a262602739ee07;Student/Looking/None;NA;20000;,00;40,00;20,00
62a49b3cb4da29969c64b5dc;Data Analyst;NA;53000;41,00;65,00;53,00
62a49e087dc029e2d66dc57e;Data Analyst;NA;53000;41,00;65,00;53,00
62a49e47b4da29969c64b9f9;Data Analyst;NA;20000;,00;40,00;20,00
62a49e5f24a262602739f9af;Data Engineer;NA;95500;86,00;105,00;95,50
62a49fe7b4da29969c64bbe1;Data Analyst;NA;53000;41,00;65,00;53,00
62a4a3d4f8d5efcc22f9a051;Data Analyst;NA;137500;125,00;150,00;137,50
62a4a8cb0a77c1a77f67a405;Data Analyst;NA;20000;,00;40,00;20,00
62a4abb30f8c8599d5b0fc24;Data Analyst;NA;53000;41,00;65,00;53,00
62a4afd87dc029e2d66ddb24;Data Scientist;NA;20000;,00;40,00;20,00
62a4b085cec54911e9cc3afe;Other;Researchers ;20000;,00;40,00;20,00
62a4b23f5d257a28a30f6b8c;Data Engineer;NA;115500;106,00;125,00;115,50
62a4b29a5d257a28a30f6c63;Data Analyst;NA;53000;41,00;65,00;53,00
62a4b2e5f8f75616458712af;Other;Senior Business Analyst;20000;,00;40,00;20,00
62a4b6c30a77c1a77f67b54c;Data Analyst;NA;95500;86,00;105,00;95,50
62a4bf07b4da29969c64e4f8;Data Analyst;NA;115500;106,00;125,00;115,50
62a4bf3a0a77c1a77f67bef2;Data Analyst;NA;75500;66,00;85,00;75,50
62a4c49a575fa3a5ae8aadf4;Data Analyst;NA;20000;,00;40,00;20,00
62a4c57af3072dd8926421ac;Data Analyst;NA;95500;86,00;105,00;95,50
62a4c6060a77c1a77f67c772;Data Analyst;NA;53000;41,00;65,00;53,00
62a4c7d0f8f7561645872912;Other;Data Coordinator;75500;66,00;85,00;75,50
62a4cdfad8c00e9f541bdc6b;Data Analyst;NA;75500;66,00;85,00;75,50
62a4ce2bbae91e4b8b84f3db;Other;Student working as a data analyst intern ;53000;41,00;65,00;53,00
62a4cffeb4da29969c64f6a1;Data Analyst;NA;20000;,00;40,00;20,00
62a4d08bf3072dd892642d2c;Data Analyst;NA;20000;,00;40,00;20,00
62a4d13bbae91e4b8b84f89b;Data Engineer;NA;20000;,00;40,00;20,00
62a4d74c5d257a28a30f97fc;Other;Driver;20000;,00;40,00;20,00
62a4d7f6bae91e4b8b84ffed;Data Analyst;NA;20000;,00;40,00;20,00
62a4d9d4bae91e4b8b8501f1;Data Scientist;NA;115500;106,00;125,00;115,50
62a4dd63f408bae018ef4e51;Data Analyst;NA;53000;41,00;65,00;53,00
62a4e34d7dc029e2d66e10b9;Data Analyst;NA;20000;,00;40,00;20,00
62a4e4c90f8c8599d5b13d8f;Data Analyst;NA;187500;150,00;225,00;187,50
62a4e5aed8c00e9f541bf48c;Student/Looking/None;NA;20000;,00;40,00;20,00
62a4f6eef3072dd892645775;Other;Data manager;75500;66,00;85,00;75,50
62a4fe370f8c8599d5b158c4;Data Analyst;NA;53000;41,00;65,00;53,00
62a5008c5d257a28a30fbde5;Data Analyst;NA;20000;,00;40,00;20,00
62a5038acec54911e9cc9526;Other;GIS Analyst ;53000;41,00;65,00;53,00
62a50775f8f756164587677b;Data Analyst;NA;53000;41,00;65,00;53,00
62a50eddf8d5efcc22fa1a4e;Other;Business Analyst;95500;86,00;105,00;95,50
62a511acbc6861bf3179178a;Data Engineer;NA;115500;106,00;125,00;115,50
62a5177d18134ddc75d0e9d8;Student/Looking/None;NA;20000;,00;40,00;20,00
62a51aaacec54911e9cca93b;Data Analyst;NA;95500;86,00;105,00;95,50
62a51dc6575fa3a5ae8b09f3;Data Analyst;NA;20000;,00;40,00;20,00
62a51fe0575fa3a5ae8b0c06;Data Analyst;NA;20000;,00;40,00;20,00
62a525aff8f75616458784dd;Data Analyst;NA;20000;,00;40,00;20,00
62a52629b4da29969c654a94;Data Analyst;NA;53000;41,00;65,00;53,00
62a52725d8c00e9f541c3b4a;Data Analyst;NA;95500;86,00;105,00;95,50
62a5390cb4da29969c655ccc;Data Engineer;NA;53000;41,00;65,00;53,00
62a53bc0bc6861bf31793947;Data Analyst;NA;75500;66,00;85,00;75,50
62a53c84f3072dd8926495c9;Student/Looking/None;NA;20000;,00;40,00;20,00
62a54bccf3072dd89264a13b;Data Scientist;NA;95500;86,00;105,00;95,50
62a54f20d8c00e9f541c5cfa;Data Analyst;NA;75500;66,00;85,00;75,50
62a552e1cf2555431732922d;Data Analyst;NA;75500;66,00;85,00;75,50
62a557d10f8c8599d5b1a81c;Data Scientist;NA;115500;106,00;125,00;115,50
62a55b05f8d5efcc22fa5b65;Other;Business Intelligence Analyst;75500;66,00;85,00;75,50
62a55fe1f8d5efcc22fa5fe4;Data Engineer;NA;53000;41,00;65,00;53,00
62a56bc67dc029e2d66e86c0;Data Engineer;NA;;;;
62a57116f408bae018efd56a;Data Analyst;NA;115500;106,00;125,00;115,50
62a57263cec54911e9ccf648;Data Analyst;NA;53000;41,00;65,00;53,00
62a574b3b4da29969c658eb4;Data Analyst;NA;53000;41,00;65,00;53,00
62a58b267dc029e2d66ea3f8;Data Analyst;NA;20000;,00;40,00;20,00
62a58d20575fa3a5ae8b6969;Data Analyst;NA;53000;41,00;65,00;53,00
62a58faf2e54c9003e55ef2e;Student/Looking/None;NA;20000;,00;40,00;20,00
62a5998fbc6861bf31798ef0;Other;BI consultant ;20000;,00;40,00;20,00
62a59cd2cec54911e9cd251a;Student/Looking/None;NA;20000;,00;40,00;20,00
62a59d007dc029e2d66eb8f9;Data Analyst;NA;75500;66,00;85,00;75,50
62a5a124cec54911e9cd29f5;Data Analyst;NA;95500;86,00;105,00;95,50
62a5a44b24a26260273af0fc;Data Analyst;NA;75500;66,00;85,00;75,50
62a5a931cec54911e9cd3333;Data Analyst;NA;20000;,00;40,00;20,00
62a5bea05d257a28a3106f7e;Data Analyst;NA;20000;,00;40,00;20,00
62a5c571575fa3a5ae8baaa1;Data Analyst;NA;95500;86,00;105,00;95,50
62a5cb12cf25554317330d69;Data Analyst;NA;20000;,00;40,00;20,00
62a5cba2575fa3a5ae8bb122;Data Engineer;NA;75500;66,00;85,00;75,50
62a5d350f3072dd892652c70;Data Analyst;NA;53000;41,00;65,00;53,00
62a5db29cf2555431733248f;Student/Looking/None;NA;20000;,00;40,00;20,00
62a5e69f24a26260273b42bf;Other;DBA;75500;66,00;85,00;75,50
62a5ea667dc029e2d66f153d;Data Analyst;NA;115500;106,00;125,00;115,50
62a5ebe05d257a28a310ac53;Data Analyst;NA;53000;41,00;65,00;53,00
62a5edb2575fa3a5ae8bdba5;Other;Data Steward;75500;66,00;85,00;75,50
62a5edba0a77c1a77f68f1b5;Data Analyst;NA;53000;41,00;65,00;53,00
62a5f332bc6861bf3179f631;Student/Looking/None;NA;20000;,00;40,00;20,00
62a5f872bae91e4b8b861e53;Data Scientist;NA;53000;41,00;65,00;53,00
62a609b8f8f75616458875b7;Data Analyst;NA;20000;,00;40,00;20,00
62a609c4bc6861bf317a10a3;Other;Analytics Manager;137500;125,00;150,00;137,50
62a61076f8f7561645887ded;Student/Looking/None;NA;20000;,00;40,00;20,00
62a615fd18134ddc75d1f1fa;Student/Looking/None;NA;20000;,00;40,00;20,00
62a617c30a77c1a77f6925fc;Data Analyst;NA;53000;41,00;65,00;53,00
62a618a9d8c00e9f541d3537;Data Analyst;NA;20000;,00;40,00;20,00
62a61eb02e54c9003e5697f7;Data Engineer;NA;20000;,00;40,00;20,00
62a6246df3072dd892659218;Data Analyst;NA;20000;,00;40,00;20,00
62a62a7124a26260273b94fa;Data Analyst;NA;20000;,00;40,00;20,00
62a631782e54c9003e56ac36;Student/Looking/None;NA;20000;,00;40,00;20,00
62a633b4d8c00e9f541d54a4;Data Analyst;NA;53000;41,00;65,00;53,00
62a639e05d257a28a3110ef5;Student/Looking/None;NA;20000;,00;40,00;20,00
62a642690f8c8599d5b2ab37;Data Analyst;NA;53000;41,00;65,00;53,00
62a64b4dd8c00e9f541d6d81;Data Analyst;NA;20000;,00;40,00;20,00
62a64c6ecf2555431733a7a4;Other;Technical consulta;20000;,00;40,00;20,00
62a654165d257a28a3112ac9;Other;Software Engineer, AI ;95500;86,00;105,00;95,50
62a65618d8c00e9f541d783a;Data Analyst;NA;75500;66,00;85,00;75,50
62a65db824a26260273bc9ff;Data Scientist;NA;53000;41,00;65,00;53,00
62a66558cf2555431733c0f9;Other;Systems configuration ;75500;66,00;85,00;75,50
62a6772c18134ddc75d25895;Other;Business Analyst ;20000;,00;40,00;20,00
62a68f1e0a77c1a77f69a381;Other;Sales & marketing;20000;,00;40,00;20,00
62a6a11a0a77c1a77f69b7cb;Data Analyst;NA;53000;41,00;65,00;53,00
62a6ac1524a26260273c1cd0;Other;RF Engineer;20000;,00;40,00;20,00
62a6b0790a77c1a77f69cb15;Other;Support Engineer;20000;,00;40,00;20,00
62a6bc6a18134ddc75d2a726;Other;Analytics Engineer;115500;106,00;125,00;115,50
62a6c3d9cec54911e9ce7669;Data Analyst;NA;53000;41,00;65,00;53,00
62a6d037cec54911e9ce862a;Data Engineer;NA;20000;,00;40,00;20,00
62a6d2532e54c9003e575d9c;Data Analyst;NA;53000;41,00;65,00;53,00
62a6dbcad8c00e9f541e1050;Data Analyst;NA;75500;66,00;85,00;75,50
62a6e2815d257a28a311c8f9;Data Analyst;NA;53000;41,00;65,00;53,00
62a6ea03d8c00e9f541e3594;Data Scientist;NA;53000;41,00;65,00;53,00
62a7029ff8f7561645899bae;Data Analyst;NA;20000;,00;40,00;20,00
62a7047c24a26260273c9646;Data Analyst;NA;20000;,00;40,00;20,00
62a70b55cec54911e9cedd98;Data Analyst;NA;20000;,00;40,00;20,00
62a71930bae91e4b8b878b2b;Student/Looking/None;NA;20000;,00;40,00;20,00
62a73a37f8d5efcc22fcb724;Other;Account manager;75500;66,00;85,00;75,50
62a73aa824a26260273d0172;Data Analyst;NA;53000;41,00;65,00;53,00
62a73c5b0a77c1a77f6aba65;Data Analyst;NA;75500;66,00;85,00;75,50
62a749ebd8c00e9f541efa36;Other;Incident Manager;53000;41,00;65,00;53,00
62a74e28b4da29969c681108;Other;Product owner;53000;41,00;65,00;53,00
62a758185d257a28a312bc94;Student/Looking/None;NA;20000;,00;40,00;20,00
62a75a5418134ddc75d3d2f1;Data Scientist;NA;187500;150,00;225,00;187,50
62a75ed0f8f75616458a5d1a;Other;Business Analyst;53000;41,00;65,00;53,00
62a75f1b575fa3a5ae8e0010;Database Developer;NA;20000;,00;40,00;20,00
62a764ffd8c00e9f541f3cc3;Data Analyst;NA;20000;,00;40,00;20,00
62a76c962e54c9003e588661;Data Analyst;NA;53000;41,00;65,00;53,00
62a772da575fa3a5ae8e2a4a;Other;Presales Engineer ;20000;,00;40,00;20,00
62a7738a2e54c9003e589598;Data Analyst;NA;115500;106,00;125,00;115,50
62a77967f8d5efcc22fd4c81;Other;Predictive Analyst;53000;41,00;65,00;53,00
62a77a37f8d5efcc22fd4e47;Data Analyst;NA;20000;,00;40,00;20,00
62a77cb7b4da29969c68743a;Data Analyst;NA;53000;41,00;65,00;53,00
62a78743f8f75616458ab6bb;Student/Looking/None;NA;20000;,00;40,00;20,00
62a789015d257a28a3132977;Data Analyst;NA;53000;41,00;65,00;53,00
62a78f3bf408bae018f2ef51;Student/Looking/None;NA;20000;,00;40,00;20,00
62a7988bbae91e4b8b88b8ee;Data Analyst;NA;53000;41,00;65,00;53,00
62a79c9c2e54c9003e58f0d5;Data Analyst;NA;20000;,00;40,00;20,00
62a7b0ae0f8c8599d5b51cd0;Data Analyst;NA;20000;,00;40,00;20,00
62a7b283f8d5efcc22fdc189;Data Analyst;NA;20000;,00;40,00;20,00
62a7b296f8d5efcc22fdc1ef;Data Analyst;NA;137500;125,00;150,00;137,50
62a7bd0e5d257a28a313855c;Data Analyst;NA;95500;86,00;105,00;95,50
62a7be5e5d257a28a313876a;Data Analyst;NA;95500;86,00;105,00;95,50
62a7ce44575fa3a5ae8ece5f;Student/Looking/None;NA;20000;,00;40,00;20,00
62a7e1380f8c8599d5b55fcf;Data Analyst;NA;75500;66,00;85,00;75,50
62a7e2d024a26260273e4448;Data Analyst;NA;75500;66,00;85,00;75,50
62a7ed9c0f8c8599d5b57132;Data Engineer;NA;187500;150,00;225,00;187,50
62a7f09a0f8c8599d5b57526;Data Analyst;NA;75500;66,00;85,00;75,50
62a7fb02f8d5efcc22fe2486;Data Analyst;NA;95500;86,00;105,00;95,50
62a816907dc029e2d6725a33;Student/Looking/None;NA;20000;,00;40,00;20,00
62a84764bc6861bf317d7b86;Data Analyst;NA;75500;66,00;85,00;75,50
62a84f9af408bae018f41e34;Data Analyst;NA;20000;,00;40,00;20,00
62a85803f8d5efcc22fea92f;Student/Looking/None;NA;20000;,00;40,00;20,00
62a8592f7dc029e2d672c0a8;Data Engineer;NA;20000;,00;40,00;20,00
62a8643bcec54911e9d14297;Student/Looking/None;NA;20000;,00;40,00;20,00
62a8665c5d257a28a31474f7;Data Analyst;NA;20000;,00;40,00;20,00
62a868c5cf2555431737094b;Data Analyst;NA;53000;41,00;65,00;53,00
62a88e9ff8d5efcc22ff1eb6;Data Architect;NA;95500;86,00;105,00;95,50
62a89e365d257a28a314fd36;Data Analyst;NA;20000;,00;40,00;20,00
62a8b6ffbae91e4b8b8aa5c2;Student/Looking/None;NA;20000;,00;40,00;20,00
62a8bf9e575fa3a5ae907617;Data Analyst;NA;20000;,00;40,00;20,00
62a8cd29bc6861bf317ea9a2;Other;Ads operations;53000;41,00;65,00;53,00
62a8f477f408bae018f5869d;Data Analyst;NA;95500;86,00;105,00;95,50
62a8fcf5cf25554317384604;Data Analyst;NA;53000;41,00;65,00;53,00
62a8fe9abc6861bf317f0c01;Data Analyst;NA;20000;,00;40,00;20,00
62a9024d18134ddc75d6e76d;Data Analyst;NA;20000;,00;40,00;20,00
62a95253bae91e4b8b8b91d9;Student/Looking/None;NA;20000;,00;40,00;20,00
62a960567dc029e2d6749dd8;Data Engineer;NA;53000;41,00;65,00;53,00
62a9612bf8d5efcc22007c09;Data Analyst;NA;75500;66,00;85,00;75,50
62a962380f8c8599d5b7e3fb;Data Analyst;NA;20000;,00;40,00;20,00
62a993537dc029e2d674e9b5;Data Analyst;NA;75500;66,00;85,00;75,50
62a9bb81bc6861bf3180079c;Data Analyst;NA;20000;,00;40,00;20,00
62a9c880f408bae018f6aa1b;Data Analyst;NA;95500;86,00;105,00;95,50
62a9e206f3072dd8926bce70;Data Analyst;NA;20000;,00;40,00;20,00
62a9f0172e54c9003e5cdc25;Data Analyst;NA;75500;66,00;85,00;75,50
62a9f8a4cf2555431739d694;Data Engineer;NA;75500;66,00;85,00;75,50
62aa121dcec54911e9d446cc;Data Scientist;NA;137500;125,00;150,00;137,50
62aa1734f3072dd8926c4168;Other;Power Bi Developer;53000;41,00;65,00;53,00
62aa21e218134ddc75d8be11;Student/Looking/None;NA;20000;,00;40,00;20,00
62aa29852e54c9003e5d50b5;Data Engineer;NA;20000;,00;40,00;20,00
62aa2f44bc6861bf3180fd06;Data Analyst;NA;53000;41,00;65,00;53,00
62aa3454bae91e4b8b8d3249;Data Scientist;NA;53000;41,00;65,00;53,00
62aa34e8f3072dd8926c7d56;Data Analyst;NA;20000;,00;40,00;20,00
62aa356ff8d5efcc22020832;Data Analyst;NA;75500;66,00;85,00;75,50
62aa3e6824a26260274264da;Data Analyst;NA;20000;,00;40,00;20,00
62aa4790f8d5efcc2202266e;Data Analyst;NA;20000;,00;40,00;20,00
62aa5761bc6861bf318141fc;Other;Software support;53000;41,00;65,00;53,00
62aa5c11f408bae018f7dec0;Data Analyst;NA;53000;41,00;65,00;53,00
62aa956ef8d5efcc22028e3d;Data Analyst;NA;20000;,00;40,00;20,00
62aa95970a77c1a77f709268;Data Analyst;NA;137500;125,00;150,00;137,50
62aa98bfcf255543173adbdc;Data Analyst;NA;53000;41,00;65,00;53,00
62aaa387f8d5efcc22029fcb;Data Analyst;NA;75500;66,00;85,00;75,50
62aaa86bbae91e4b8b8dc832;Student/Looking/None;NA;20000;,00;40,00;20,00
62aacd922e54c9003e5e33c2;Student/Looking/None;NA;20000;,00;40,00;20,00
62aaeecd0f8c8599d5ba6923;Student/Looking/None;NA;20000;,00;40,00;20,00
62aaf8397dc029e2d6773cde;Data Analyst;NA;53000;41,00;65,00;53,00
62aaff342e54c9003e5e79b8;Student/Looking/None;NA;20000;,00;40,00;20,00
62ab0bdc575fa3a5ae9413e5;Student/Looking/None;NA;20000;,00;40,00;20,00
62ab1cb0cec54911e9d5d187;Data Analyst;NA;75500;66,00;85,00;75,50
62ab3e62bae91e4b8b8ebe14;Data Analyst;NA;20000;,00;40,00;20,00
62ab6ab318134ddc75dabb09;Data Scientist;NA;20000;,00;40,00;20,00
62ab83a7d8c00e9f54263d2e;Data Analyst;NA;53000;41,00;65,00;53,00
62ab8bf65d257a28a319e9cb;Data Analyst;NA;20000;,00;40,00;20,00
62abec6cf3072dd8926f2ad0;Other;Investigation specialist;20000;,00;40,00;20,00
62abee280f8c8599d5bc246d;Other;Director;187500;150,00;225,00;187,50
62acc1f0cf255543173e59f7;Data Analyst;NA;20000;,00;40,00;20,00
62ace61d575fa3a5ae972d57;Data Analyst;NA;95500;86,00;105,00;95,50
62acf0890f8c8599d5bdce87;Other;Data Manager;53000;41,00;65,00;53,00
62ad591424a2626027471080;Data Analyst;NA;53000;41,00;65,00;53,00
62ade22318134ddc75de385f;Data Analyst;NA;95500;86,00;105,00;95,50
62adf26f18134ddc75de4bb4;Student/Looking/None;NA;75500;66,00;85,00;75,50
62ae680024a2626027483ebc;Other;Analytics Engineer;53000;41,00;65,00;53,00
62aee103f8f756164595adb8;Student/Looking/None;NA;20000;,00;40,00;20,00
62af07be7dc029e2d67cc3c8;Student/Looking/None;NA;20000;,00;40,00;20,00
62af10295d257a28a31e6ff8;Data Analyst;NA;20000;,00;40,00;20,00
62af387018134ddc75df894e;Data Analyst;NA;115500;106,00;125,00;115,50
62af49025d257a28a31eb2f1;Student/Looking/None;NA;20000;,00;40,00;20,00
62af53ce0f8c8599d5c04934;Data Analyst;NA;20000;,00;40,00;20,00
62af6371f8d5efcc2208e923;Student/Looking/None;NA;20000;,00;40,00;20,00
62af9ed7f3072dd892739279;Data Analyst;NA;20000;,00;40,00;20,00
62b152960f8c8599d5c31550;Other;SAP Security Analyst;20000;,00;40,00;20,00
62b16a5c5d257a28a321a74c;Data Analyst;NA;53000;41,00;65,00;53,00
62b21d40bae91e4b8b985154;Other;BI Manager;115500;106,00;125,00;115,50
62b27004bc6861bf318c9038;Database Developer;NA;53000;41,00;65,00;53,00
62b2ea87f8d5efcc220e3e21;Data Analyst;NA;115500;106,00;125,00;115,50
62b35284cec54911e9e1818c;Student/Looking/None;NA;20000;,00;40,00;20,00
62b4404df31287f32e14d1c1;Database Developer;NA;20000;,00;40,00;20,00
62b525563f28f20328aeee5c;Data Analyst;NA;137500;125,00;150,00;137,50
62b5a3e29bc428d5345f6e89;Other;Data Scientist Intern;20000;,00;40,00;20,00
62b71083f31287f32e189026;Student/Looking/None;NA;20000;,00;40,00;20,00
62b795033b026e423f287ecd;Data Engineer;NA;20000;,00;40,00;20,00
62b89039377223ff07b80fb5;Data Analyst;NA;53000;41,00;65,00;53,00
